ID,FARE
266.0,43.78
267.0,48.57
268.0,80.78
269.0,347.77
270.0,705.82
271.0,58.91
272.0,55.25
273.0,104.03
274.0,36.21
275.0,54.28
276.0,1099.7
277.0,45.49
278.0,24.6
279.0,487.46
280.0,98.56
281.0,134.11
282.0,1080.34
283.0,236.94
284.0,925.83
285.0,99.0
286.0,63.36
287.0,100.19
288.0,310.42
289.0,415.77
290.0,137.88
291.0,279.4
292.0,494.48
293.0,706.6
294.0,49.11
295.0,826.78
296.0,163.94
297.0,110.83
298.0,1222.0
299.0,1080.75
300.0,88.74
301.0,548.68
302.0,67.05
303.0,66.23
304.0,452.01
305.0,58.72
306.0,71.9
307.0,36.7
308.0,165.16
309.0,24.34
310.0,66.25
311.0,939.96
312.0,1303.65
313.0,258.8
314.0,548.59
315.0,553.52
316.0,198.04
317.0,559.13
318.0,54.97
319.0,73.6
320.0,94.12
321.0,70.05
322.0,875.44
323.0,147.35
324.0,528.03
325.0,85.41
326.0,270.76
327.0,43.45
328.0,915.65
329.0,79.64
330.0,51.45
331.0,953.34
332.0,445.05
333.0,59.61
334.0,62.92
335.0,58.86
336.0,71.06
337.0,38.68
338.0,54.62
339.0,359.98
340.0,274.16
341.0,676.47
342.0,58.9
343.0,52.0
344.0,83.64
345.0,37.98
346.0,425.55
347.0,82.99
348.0,281.3
349.0,760.73
350.0,483.27
351.0,387.62
352.0,13.55
353.0,50.27
354.0,36.21
355.0,47.05
356.0,68.0
357.0,59.1
358.0,60.23
359.0,28.86
360.0,993.05
361.0,518.04
362.0,36.05
363.0,79.84
364.0,63.62
365.0,140.55
366.0,52.17
367.0,440.78
368.0,472.49
369.0,910.76
370.0,75.77
371.0,328.64
372.0,409.81
373.0,52.04
374.0,608.22
375.0,72.4
376.0,982.33
377.0,248.24
378.0,40.19
379.0,61.2
380.0,134.04
381.0,95.28
382.0,60.73
383.0,206.71
384.0,97.85
385.0,24.03
386.0,91.32
387.0,281.86
388.0,96.1
389.0,28.99
390.0,67.99
391.0,37.12
392.0,67.99
393.0,38.87
394.0,62.22
395.0,377.74
396.0,144.96
397.0,50.32
398.0,72.55
399.0,84.35
400.0,344.89
401.0,345.51
402.0,572.49
403.0,1193.69
404.0,59.08
405.0,85.96
406.0,264.73
407.0,42.87
408.0,64.71
409.0,311.42
410.0,525.36
411.0,91.94
412.0,450.22
413.0,28.79
414.0,88.24
415.0,59.13
416.0,28.2
417.0,200.3
418.0,32.48
419.0,68.53
420.0,52.31
421.0,350.89
422.0,51.38
423.0,827.42
424.0,89.84
425.0,29.97
426.0,535.19
427.0,43.38
428.0,59.7
429.0,236.27
430.0,796.7
431.0,63.04
432.0,885.87
433.0,148.08
434.0,51.31
435.0,497.95
436.0,720.21
437.0,44.7
438.0,100.77
439.0,34.96
440.0,429.92
441.0,91.89
442.0,382.59
443.0,409.49
444.0,617.35
445.0,447.09
446.0,89.92
447.0,87.54
448.0,42.42
449.0,510.37
450.0,63.76
451.0,40.06
452.0,463.87
453.0,49.3
454.0,144.64
455.0,52.72
456.0,28.49
457.0,43.95
458.0,166.72
459.0,49.43
460.0,65.76
461.0,80.75
462.0,54.3
463.0,478.0
464.0,379.17
465.0,436.21
466.0,136.71
467.0,94.49
468.0,369.76
469.0,130.66
470.0,77.45
471.0,46.13
472.0,354.95
473.0,59.24
474.0,59.98
475.0,469.06
476.0,45.87
477.0,600.03
478.0,78.08
479.0,88.36
480.0,30.02
481.0,515.75
482.0,105.1
483.0,456.98
484.0,90.56
485.0,46.76
486.0,64.86
487.0,72.57
488.0,432.24
489.0,268.54
490.0,113.8
491.0,78.75
492.0,110.95
493.0,42.97
494.0,494.59
495.0,52.72
496.0,153.9
497.0,52.33
498.0,39.84
499.0,55.72
500.0,84.88
501.0,446.13
502.0,505.44
503.0,78.64
504.0,65.32
505.0,88.77
506.0,81.44
507.0,641.66
508.0,74.58
509.0,528.7
510.0,565.41
511.0,48.38
512.0,269.49
513.0,319.82
514.0,42.43
515.0,488.0
516.0,1005.8
517.0,45.64
518.0,308.45
519.0,79.2
520.0,638.36
521.0,545.04
522.0,125.48
523.0,625.94
524.0,526.59
525.0,54.49
526.0,46.6
527.0,83.09
528.0,239.41
529.0,62.28
530.0,44.68
531.0,103.41
532.0,460.12
533.0,54.72
534.0,375.44
535.0,61.34
536.0,75.36
537.0,346.29
538.0,69.02
539.0,65.05
540.0,680.79
541.0,22.08
542.0,81.95
543.0,78.06
544.0,523.9
545.0,290.94
546.0,81.48
547.0,49.07
548.0,417.38
549.0,885.2
550.0,129.82
551.0,53.95
552.0,59.31
553.0,42.19
554.0,60.28
555.0,498.28
556.0,37.71
557.0,231.59
558.0,99.05
559.0,99.88
560.0,208.98
561.0,75.9
562.0,53.94
563.0,46.52
564.0,37.25
565.0,46.07
566.0,105.81
567.0,35.45
568.0,69.43
569.0,96.61
570.0,60.63
571.0,58.04
572.0,72.36
573.0,35.37
574.0,73.02
575.0,492.27
576.0,52.51
577.0,52.75
578.0,83.37
579.0,78.05
580.0,736.2
581.0,35.66
582.0,79.37
583.0,649.26
584.0,520.32
585.0,394.7
586.0,34.7
587.0,912.54
588.0,412.39
589.0,43.3
590.0,53.08
591.0,774.52
592.0,52.42
593.0,44.02
594.0,48.6
595.0,55.42
596.0,762.87
597.0,62.66
598.0,1015.77
599.0,14.97
600.0,380.11
601.0,479.96
602.0,73.74
603.0,55.94
604.0,962.26
605.0,98.94
606.0,553.93
607.0,299.21
608.0,51.82
609.0,31.25
610.0,102.34
611.0,492.11
612.0,66.48
613.0,47.26
614.0,88.71
615.0,70.77
616.0,95.81
617.0,383.66
618.0,72.48
619.0,275.76
620.0,294.25
621.0,42.96
622.0,1109.35
623.0,586.38
624.0,47.79
625.0,113.43
626.0,662.28
627.0,201.55
628.0,571.43
629.0,510.06
630.0,47.99
631.0,85.85
632.0,368.03
633.0,60.52
634.0,58.7
635.0,723.37
636.0,60.75
637.0,921.05
638.0,64.06
639.0,256.23
640.0,61.74
641.0,88.45
642.0,91.26
643.0,95.97
644.0,174.12
645.0,409.99
646.0,64.41
647.0,45.06
648.0,64.49
649.0,82.84
650.0,748.07
651.0,369.85
652.0,61.12
653.0,109.71
654.0,356.01
655.0,72.66
656.0,60.83
657.0,30.6
658.0,496.85
659.0,66.8
660.0,982.6
661.0,697.59
662.0,37.07
663.0,273.32
664.0,222.57
665.0,45.88
666.0,56.56
667.0,175.92
668.0,74.08
669.0,145.07
670.0,26.53
671.0,438.5
672.0,816.3
673.0,66.64
674.0,757.48
675.0,97.98
676.0,69.77
677.0,267.51
678.0,890.19
679.0,42.34
680.0,646.76
681.0,251.62
682.0,372.06
683.0,55.13
684.0,664.41
685.0,254.32
686.0,367.22
687.0,734.31
688.0,37.08
689.0,233.04
690.0,621.91
691.0,506.53
692.0,94.49
693.0,55.79
694.0,359.28
695.0,812.85
696.0,42.22
697.0,61.08
698.0,306.43
699.0,70.5
700.0,60.33
701.0,63.06
702.0,485.83
703.0,616.64
704.0,90.19
705.0,598.56
706.0,68.39
707.0,36.15
708.0,34.32
709.0,76.98
710.0,66.51
711.0,370.29
712.0,57.06
713.0,44.38
714.0,36.68
715.0,51.38
716.0,66.79
717.0,60.76
718.0,98.43
719.0,70.44
720.0,502.28
721.0,414.9
722.0,334.49
723.0,96.75
724.0,329.26
725.0,105.63
726.0,70.41
727.0,73.53
728.0,490.33
729.0,173.51
730.0,80.75
731.0,338.31
732.0,745.25
733.0,50.86
734.0,194.73
735.0,480.83
736.0,56.07
737.0,80.89
738.0,606.08
739.0,138.77
740.0,513.87
741.0,28.39
742.0,572.39
743.0,44.49
744.0,49.28
745.0,44.64
746.0,605.67
747.0,27.32
748.0,449.11
749.0,55.32
750.0,54.07
751.0,88.47
752.0,139.79
753.0,135.74
754.0,859.77
755.0,664.39
756.0,25.08
757.0,107.24
758.0,38.25
759.0,84.11
760.0,346.25
761.0,649.94
762.0,643.02
763.0,53.15
764.0,63.09
765.0,801.7
766.0,64.98
767.0,36.07
768.0,748.55
769.0,56.17
770.0,527.89
771.0,165.08
772.0,344.04
773.0,630.18
774.0,35.75
775.0,256.08
776.0,37.9
777.0,102.82
778.0,69.6
779.0,49.21
780.0,83.56
781.0,418.67
782.0,55.24
783.0,48.46
784.0,287.06
785.0,218.93
786.0,30.82
787.0,73.87
788.0,103.72
789.0,45.83
790.0,615.04
791.0,95.58
792.0,268.75
793.0,31.39
794.0,36.32
795.0,25.37
796.0,228.98
797.0,75.43
798.0,39.46
799.0,294.15
800.0,51.59
801.0,340.7
802.0,239.85
803.0,45.49
804.0,850.35
805.0,75.05
806.0,38.99
807.0,84.05
808.0,21.8
809.0,168.27
810.0,37.96
811.0,525.81
812.0,676.33
813.0,48.78
814.0,1242.49
815.0,513.32
816.0,36.78
817.0,829.51
818.0,632.48
819.0,216.21
820.0,313.85
821.0,833.31
822.0,98.56
823.0,576.09
824.0,104.55
825.0,327.47
826.0,35.71
827.0,43.19
828.0,73.12
829.0,53.83
830.0,61.09
831.0,27.43
832.0,38.12
833.0,365.86
834.0,85.74
835.0,652.99
836.0,47.66
837.0,1053.07
838.0,74.51
839.0,66.4
840.0,282.25
841.0,35.39
842.0,73.05
843.0,360.33
844.0,290.88
845.0,924.61
846.0,78.52
847.0,74.38
848.0,57.25
849.0,89.37
850.0,450.85
851.0,41.7
852.0,772.13
853.0,79.69
854.0,696.57
855.0,97.97
856.0,88.35
857.0,379.96
858.0,80.53
859.0,276.62
860.0,156.73
861.0,300.35
862.0,585.36
863.0,429.11
864.0,83.43
865.0,32.35
866.0,57.84
867.0,77.98
868.0,368.95
869.0,35.89
870.0,578.57
871.0,87.05
872.0,66.95
873.0,294.67
874.0,353.91
875.0,62.9
876.0,31.86
877.0,45.2
878.0,467.14
879.0,68.09
880.0,38.31
881.0,23.92
882.0,83.14
883.0,23.08
884.0,282.93
885.0,385.75
886.0,46.81
887.0,45.04
888.0,231.73
889.0,69.81
890.0,98.02
891.0,513.97
892.0,617.14
893.0,80.5
894.0,36.71
895.0,56.77
896.0,603.78
897.0,64.68
898.0,55.31
899.0,883.3
900.0,41.67
901.0,454.73
902.0,139.47
903.0,66.61
904.0,36.38
905.0,54.13
906.0,58.09
907.0,50.04
908.0,782.99
909.0,70.25
910.0,460.75
911.0,412.56
912.0,53.11
913.0,356.42
914.0,283.29
915.0,52.79
916.0,71.48
917.0,663.13
918.0,64.87
919.0,70.51
920.0,89.62
921.0,1005.07
922.0,478.44
923.0,37.67
924.0,48.47
925.0,80.65
926.0,578.73
927.0,62.41
928.0,54.18
929.0,147.1
930.0,148.65
931.0,1039.55
932.0,441.03
933.0,51.8
934.0,48.09
935.0,27.17
936.0,720.7
937.0,26.07
938.0,36.02
939.0,70.76
940.0,237.69
941.0,74.17
942.0,872.69
943.0,893.95
944.0,68.04
945.0,58.96
946.0,637.09
947.0,963.24
948.0,88.02
949.0,274.11
950.0,209.44
951.0,448.99
952.0,1265.47
953.0,209.14
954.0,126.51
955.0,37.1
956.0,94.64
957.0,61.28
958.0,44.3
959.0,786.07
960.0,704.18
961.0,273.94
962.0,36.35
963.0,496.84
964.0,74.16
965.0,55.26
966.0,596.15
967.0,51.02
968.0,30.64
969.0,66.47
970.0,1228.8
971.0,260.41
972.0,71.35
973.0,50.58
974.0,63.08
975.0,595.07
976.0,216.21
977.0,28.75
978.0,432.27
979.0,997.34
980.0,45.57
981.0,26.65
982.0,86.31
983.0,78.97
984.0,402.19
985.0,69.38
986.0,64.26
987.0,64.19
988.0,4.52
989.0,56.51
990.0,38.51
991.0,981.67
992.0,30.1
993.0,74.65
994.0,51.63
995.0,60.68
996.0,81.21
997.0,92.52
998.0,117.29
999.0,24.55
1000.0,114.66
1001.0,396.0
1002.0,33.11
1003.0,58.26
1004.0,440.09
1005.0,817.79
1006.0,711.94
1007.0,415.83
1008.0,66.92
1009.0,267.7
1010.0,48.95
1011.0,46.46
1012.0,122.93
1013.0,272.26
1014.0,93.1
1015.0,795.74
1016.0,46.93
1017.0,944.09
1018.0,1084.44
1019.0,66.56
1020.0,71.63
1021.0,108.88
1022.0,287.75
1023.0,939.51
1024.0,81.39
1025.0,61.75
1026.0,84.65
1027.0,322.73
1028.0,94.39
1029.0,63.69
1030.0,259.68
1031.0,142.85
1032.0,904.77
1033.0,114.45
1034.0,80.59
1035.0,650.99
1036.0,271.95
1037.0,77.53
1038.0,69.24
1039.0,41.0
1040.0,36.91
1041.0,459.26
1042.0,58.72
1043.0,106.9
1044.0,70.8
1045.0,77.68
1046.0,96.92
1047.0,293.4
1048.0,394.61
1049.0,847.14
1050.0,264.91
1051.0,69.09
1052.0,668.51
1053.0,244.41
1054.0,55.8
1055.0,210.95
1056.0,68.22
1057.0,238.18
1058.0,870.78
1059.0,86.8
1060.0,499.33
1061.0,96.05
1062.0,32.26
1063.0,136.94
1064.0,265.24
1065.0,962.7
1066.0,50.18
1067.0,233.33
1068.0,433.76
1069.0,449.82
1070.0,32.43
1071.0,51.24
1072.0,56.02
1073.0,820.35
1074.0,42.49
1075.0,406.47
1076.0,40.13
1077.0,67.62
1078.0,58.28
1079.0,506.08
1080.0,511.31
1081.0,229.41
1082.0,69.52
1083.0,232.15
1084.0,354.4
1085.0,63.78
1086.0,88.8
1087.0,342.26
1088.0,75.75
1089.0,102.18
1090.0,32.32
1091.0,506.57
1092.0,609.51
1093.0,32.9
1094.0,103.26
1095.0,31.09
1096.0,73.99
1097.0,400.21
1098.0,23.22
1099.0,463.07
1100.0,69.25
1101.0,315.25
1102.0,43.42
1103.0,68.32
1104.0,1029.26
1105.0,304.92
1106.0,1024.57
1107.0,338.16
1108.0,80.26
1109.0,33.97
1110.0,77.53
1111.0,40.33
1112.0,81.51
1113.0,59.65
1114.0,67.48
1115.0,42.3
1116.0,104.6
1117.0,391.35
1118.0,75.56
1119.0,34.47
1120.0,44.81
1121.0,19.43
1122.0,954.59
1123.0,829.42
1124.0,1036.46
1125.0,651.19
1126.0,214.78
1127.0,25.53
1128.0,502.09
1129.0,497.28
1130.0,431.17
1131.0,223.73
1132.0,74.98
1133.0,69.59
1134.0,31.05
1135.0,79.76
1136.0,74.27
1137.0,366.71
1138.0,268.72
1139.0,43.12
1140.0,867.69
1141.0,48.89
1142.0,35.59
1143.0,22.81
1144.0,73.03
1145.0,219.06
1146.0,409.21
1147.0,16.6
1148.0,18.16
1149.0,845.11
1150.0,59.33
1151.0,65.32
1152.0,302.24
1153.0,64.62
1154.0,47.13
1155.0,64.73
1156.0,342.94
1157.0,267.82
1158.0,51.55
1159.0,57.13
1160.0,92.14
1161.0,387.88
1162.0,32.41
1163.0,95.19
1164.0,752.72
1165.0,35.76
1166.0,52.79
1167.0,420.67
1168.0,508.98
1169.0,58.32
1170.0,43.62
1171.0,37.91
1172.0,900.17
1173.0,369.05
1174.0,62.24
1175.0,668.52
1176.0,38.71
1177.0,1049.7
1178.0,298.69
1179.0,206.6
1180.0,53.11
1181.0,76.53
1182.0,108.32
1183.0,127.17
1184.0,431.13
1185.0,277.08
1186.0,335.65
1187.0,62.1
1188.0,505.86
1189.0,37.12
1190.0,117.67
1191.0,45.92
1192.0,496.87
1193.0,67.21
1194.0,60.88
1195.0,315.28
1196.0,22.18
1197.0,308.22
1198.0,49.07
1199.0,331.05
1200.0,65.06
1201.0,603.15
1202.0,1012.65
1203.0,87.11
1204.0,896.05
1205.0,692.66
1206.0,307.61
1207.0,48.23
1208.0,75.61
1209.0,906.0
1210.0,80.93
1211.0,44.23
1212.0,614.04
1213.0,30.6
1214.0,103.15
1215.0,57.38
1216.0,115.0
1217.0,1122.2
1218.0,70.46
1219.0,51.2
1220.0,353.14
1221.0,29.28
1222.0,60.71
1223.0,48.71
1224.0,163.55
1225.0,345.16
1226.0,49.02
1227.0,80.27
1228.0,316.94
1229.0,68.87
1230.0,738.88
1231.0,1022.87
1232.0,53.79
1233.0,48.31
1234.0,449.88
1235.0,40.67
1236.0,43.61
1237.0,102.29
1238.0,1053.34
1239.0,32.09
1240.0,641.44
1241.0,204.7
1242.0,266.16
1243.0,366.45
1244.0,1207.2
1245.0,63.35
1246.0,25.05
1247.0,44.08
1248.0,430.67
1249.0,52.53
1250.0,75.23
1251.0,173.95
1252.0,381.72
1253.0,93.81
1254.0,44.5
1255.0,593.39
1256.0,87.79
1257.0,797.64
1258.0,463.26
1259.0,314.04
1260.0,86.23
1261.0,751.7
1262.0,187.04
1263.0,175.6
1264.0,278.37
1265.0,520.75
1266.0,482.23
1267.0,1079.83
1268.0,44.3
1269.0,62.5
1270.0,37.58
1271.0,87.77
1272.0,52.64
1273.0,44.61
1274.0,64.43
1275.0,100.94
1276.0,86.2
1277.0,310.12
1278.0,99.77
1279.0,39.22
1280.0,44.07
1281.0,149.66
1282.0,434.96
1283.0,49.63
1284.0,50.05
1285.0,46.26
1286.0,154.56
1287.0,880.88
1288.0,28.69
1289.0,322.27
1290.0,450.56
1291.0,340.58
1292.0,57.1
1293.0,85.32
1294.0,72.98
1295.0,40.61
1296.0,303.38
1297.0,431.13
1298.0,692.58
1299.0,244.09
1300.0,530.37
1301.0,60.61
1302.0,293.21
1303.0,615.63
1304.0,81.71
1305.0,50.31
1306.0,416.45
1307.0,644.26
1308.0,93.52
1309.0,92.15
1310.0,39.32
1311.0,85.55
1312.0,1305.62
1313.0,55.17
1314.0,58.03
1315.0,41.02
1316.0,64.98
1317.0,57.55
1318.0,652.97
1319.0,893.56
1320.0,73.89
1321.0,61.49
1322.0,92.96
1323.0,426.49
1324.0,81.29
1325.0,95.94
1326.0,456.26
1327.0,53.54
1328.0,106.19
1329.0,305.24
1330.0,753.32
1331.0,200.23
1332.0,37.77
1333.0,58.06
1334.0,601.23
1335.0,566.75
1336.0,100.48
1337.0,55.91
1338.0,972.7
1339.0,312.53
1340.0,512.75
1341.0,504.89
1342.0,53.64
1343.0,53.68
1344.0,428.65
1345.0,215.72
1346.0,596.29
1347.0,65.42
1348.0,67.13
1349.0,45.19
1350.0,101.96
1351.0,229.67
1352.0,30.39
1353.0,56.65
1354.0,543.59
1355.0,696.29
1356.0,35.71
1357.0,77.14
1358.0,422.66
1359.0,76.96
1360.0,302.5
1361.0,121.08
1362.0,741.87
1363.0,466.53
1364.0,48.99
1365.0,728.56
1366.0,41.83
1367.0,382.88
1368.0,338.76
1369.0,97.25
1370.0,472.28
1371.0,66.61
1372.0,47.57
1373.0,116.98
1374.0,54.93
1375.0,56.78
1376.0,835.98
1377.0,55.51
1378.0,68.36
1379.0,51.27
1380.0,683.98
1381.0,56.06
1382.0,499.14
1383.0,24.78
1384.0,25.16
1385.0,59.79
1386.0,61.51
1387.0,44.55
1388.0,68.63
1389.0,103.7
1390.0,79.66
1391.0,210.05
1392.0,58.68
1393.0,44.3
1394.0,215.31
1395.0,62.6
1396.0,875.22
1397.0,90.34
1398.0,385.93
1399.0,8.67
1400.0,23.55
1401.0,962.81
1402.0,46.58
1403.0,220.4
1404.0,65.85
1405.0,57.36
1406.0,29.15
1407.0,67.64
1408.0,1004.97
1409.0,703.83
1410.0,507.08
1411.0,102.86
1412.0,30.61
1413.0,192.82
1414.0,63.47
1415.0,36.88
1416.0,101.21
1417.0,26.86
1418.0,48.55
1419.0,134.04
1420.0,610.91
1421.0,310.01
1422.0,44.99
1423.0,231.85
1424.0,84.51
1425.0,70.5
1426.0,102.58
1427.0,588.95
1428.0,403.8
1429.0,48.79
1430.0,34.92
1431.0,91.36
1432.0,436.26
1433.0,101.67
1434.0,45.5
1435.0,424.65
1436.0,224.91
1437.0,55.65
1438.0,840.34
1439.0,47.02
1440.0,63.0
1441.0,807.14
1442.0,93.81
1443.0,63.66
1444.0,78.86
1445.0,182.86
1446.0,47.92
1447.0,474.4
1448.0,99.48
1449.0,401.94
1450.0,469.98
1451.0,68.38
1452.0,668.8
1453.0,388.11
1454.0,56.85
1455.0,957.38
1456.0,72.97
1457.0,747.88
1458.0,310.84
1459.0,61.01
1460.0,42.95
1461.0,300.95
1462.0,116.29
1463.0,883.12
1464.0,543.53
1465.0,504.85
1466.0,73.09
1467.0,45.18
1468.0,72.13
1469.0,44.45
1470.0,79.76
1471.0,59.07
1472.0,73.13
1473.0,51.4
1474.0,277.36
1475.0,77.65
1476.0,434.06
1477.0,15.36
1478.0,84.35
1479.0,526.94
1480.0,1037.31
1481.0,580.02
1482.0,71.07
1483.0,68.15
1484.0,499.13
1485.0,92.33
1486.0,1241.95
1487.0,273.63
1488.0,473.81
1489.0,636.37
1490.0,53.06
1491.0,31.86
1492.0,41.82
1493.0,33.37
1494.0,411.35
1495.0,66.46
1496.0,49.45
1497.0,29.07
1498.0,79.19
1499.0,654.47
1500.0,215.35
1501.0,53.94
1502.0,314.65
1503.0,251.52
1504.0,305.39
1505.0,57.04
1506.0,592.87
1507.0,43.5
1508.0,681.74
1509.0,82.59
1510.0,1203.29
1511.0,78.49
1512.0,108.52
1513.0,106.6
1514.0,78.66
1515.0,530.97
1516.0,726.52
1517.0,41.29
1518.0,447.79
1519.0,577.85
1520.0,57.21
1521.0,60.77
1522.0,451.0
1523.0,800.91
1524.0,54.77
1525.0,96.02
1526.0,133.52
1527.0,58.57
1528.0,111.6
1529.0,54.61
1530.0,572.13
1531.0,68.43
1532.0,1069.73
1533.0,49.12
1534.0,126.0
1535.0,337.51
1536.0,315.09
1537.0,360.28
1538.0,79.88
1539.0,406.54
1540.0,62.93
1541.0,435.07
1542.0,85.16
1543.0,115.57
1544.0,49.86
1545.0,58.16
1546.0,87.94
1547.0,410.34
1548.0,90.35
1549.0,98.35
1550.0,77.54
1551.0,105.73
1552.0,37.58
1553.0,57.1
1554.0,498.25
1555.0,37.66
1556.0,1036.33
1557.0,714.16
1558.0,78.93
1559.0,86.88
1560.0,217.86
1561.0,207.48
1562.0,91.9
1563.0,47.9
1564.0,35.08
1565.0,50.09
1566.0,84.42
1567.0,50.96
1568.0,39.28
1569.0,230.4
1570.0,64.8
1571.0,62.55
1572.0,325.02
1573.0,87.99
1574.0,34.89
1575.0,305.48
1576.0,30.01
1577.0,72.79
1578.0,153.33
1579.0,83.05
1580.0,90.71
1581.0,296.25
1582.0,71.62
1583.0,175.37
1584.0,229.93
1585.0,923.05
1586.0,312.77
1587.0,372.67
1588.0,951.67
1589.0,144.22
1590.0,75.26
1591.0,121.87
1592.0,60.28
1593.0,47.27
1594.0,84.48
1595.0,20.17
1596.0,64.03
1597.0,49.33
1598.0,192.14
1599.0,18.52
1600.0,70.16
1601.0,54.15
1602.0,14.33
1603.0,61.48
1604.0,123.19
1605.0,83.28
1606.0,441.59
1607.0,640.09
1608.0,64.12
1609.0,51.38
1610.0,49.62
1611.0,25.22
1612.0,297.21
1613.0,846.92
1614.0,9.44
1615.0,455.79
1616.0,387.94
1617.0,472.95
1618.0,271.54
1619.0,33.79
1620.0,34.62
1621.0,73.72
1622.0,46.72
1623.0,374.2
1624.0,300.13
1625.0,521.54
1626.0,368.9
1627.0,77.51
1628.0,740.26
1629.0,39.18
1630.0,30.72
1631.0,94.14
1632.0,172.58
1633.0,177.9
1634.0,22.52
1635.0,50.2
1636.0,67.39
1637.0,48.73
1638.0,84.62
1639.0,71.51
1640.0,51.34
1641.0,55.2
1642.0,368.14
1643.0,322.81
1644.0,69.07
1645.0,30.57
1646.0,86.16
1647.0,74.16
1648.0,203.19
1649.0,753.76
1650.0,227.99
1651.0,310.91
1652.0,66.02
1653.0,116.42
1654.0,41.6
1655.0,39.37
1656.0,1124.44
1657.0,972.36
1658.0,48.83
1659.0,99.77
1660.0,66.6
