BUILDER,House ID,DATE_BUILT,DATE_PRICED,LOCATION,DST_DOCK,DST_CAPITAL,DST_MARKET,DST_TOWER,DST_RIVER,DST_KNIGHT_HS,FRNT_FARM_SZ,GARDEN,RENOVATION,TREE,KING_VISIT,CURSE,N_BED,N_BATH,N_DINING,N_BLESS,DAY_BUILT,MONTH_BUILT,YEAR_BUILT,TIME_BUILT,DAY_PRICED,MONTH_PRICED,YEAR_PRICED,TIME_PRICED,Golden Grains
The_Lannisters,6e32d9db,-11674301308.0,-11358743848.0,The Mountains,119.67981599999999,65.85955799999999,,114.019251,13.508412,76.53545600000001,-1,,0.0,,0,0.0,2.0,3.0,,94,22,1,1600,0025,21,1,1610,0716,1048765.0
The_Lannisters,6e32d9de,-11623767268.0,-11316378448.0,The Mountains,24.304009,,122.64773000000001,41.536697,88.06486600000001,,-1,0.0,1.0,1.0,0,0.0,4.0,2.0,2.0,74,28,8,1601,2139,26,5,1611,1526,1182687.0
The_Lannisters,6e32dab0,-11569756828.0,-11268387088.0,The Mountains,11.130730999999999,55.943585,22.391817,92.748548,29.053277,66.40534699999999,-1,0.0,0.0,1.0,0,0.0,2.0,3.0,2.0,104,16,5,1603,0033,2,12,1612,0222,1246071.0
The_Lannisters,6e32db10,-11669045188.0,-11351762968.0,The Mountains,50.599471,37.246615999999996,97.681616,42.765338,18.040820999999998,48.143457,-1,0.0,0.0,0.0,0,1.0,2.0,,3.0,123,22,3,1600,2027,12,4,1610,0224,1246046.0
The_Lannisters,6e32db22,-11622581008.0,-11269533508.0,,11.737205,39.828171999999995,20.903606,71.371263,11.116614,50.268178000000006,1,0.0,0.0,,0,0.0,4.0,4.0,3.0,120,11,9,1601,1510,18,11,1612,1955,1379635.0
The_Lannisters,6e32db6b,-11485458808.0,-11420128528.0,King's Landing,19.167887,34.253133,74.910134,26.162516,23.890231,45.024446000000005,-1,0.0,1.0,0.0,0,1.0,3.0,2.0,2.0,126,15,1,1606,1640,10,2,1608,1958,1449202.0
The_Lannisters,6e32db86,-11464615648.0,-11344256548.0,,20.824222,9.119067999999999,13.379529000000002,227.457413,65.50502900000001,19.395144000000002,-1,0.0,0.0,,0,0.0,4.0,4.0,4.0,151,13,9,1606,2226,7,7,1610,2331,1492721.0
The_Lannisters,6e32dc8d,-11465568328.0,-11419430128.0,Servant's Premises,127.633174,59.608452,57.764741,199.356027,5.63432,69.988483,-1,0.0,0.0,1.0,0,0.0,2.0,3.0,,100,2,9,1606,2148,18,2,1608,2158,1178007.0
The_Lannisters,6e32dca9,-11631861448.0,-11305924768.0,The Mountains,103.73469899999999,51.653393,14.561748000000001,258.799136,37.361896,61.978342000000005,1,0.0,1.0,1.0,0,0.0,4.0,2.0,3.0,108,27,5,1601,0516,24,9,1611,1514,1247496.0
The_Lannisters,6e32dcaf,-11643365008.0,-11423972428.0,The Mountains,36.60685,115.40799399999999,35.466322999999996,47.728305999999996,40.923219,125.85012900000001,-1,0.0,1.0,1.0,0,0.0,3.0,2.0,2.0,45,14,1,1601,0150,28,12,1607,0813,1026532.0
The_Lannisters,6e32dd0b,-11489091268.0,-11276678128.0,The Mountains,17.300105,14.173501000000002,2.253924,219.21215899999999,33.035101,24.454434,-1,0.0,0.0,,0,0.0,3.0,2.0,3.0,146,4,12,1605,1539,28,8,1612,0318,1420633.0
The_Lannisters,6e32dd13,-11566325548.0,-11345974048.0,Cursed Land,26.229021000000003,126.125142,5.719576999999999,17.06922,29.868446999999996,136.174477,-1,0.0,0.0,1.0,0,0.0,2.0,2.0,,34,24,6,1603,1741,18,6,1610,0226,952652.0
The_Lannisters,6e32dd28,-11658755548.0,-11267839288.0,The Mountains,42.889293,82.026003,38.972840000000005,202.46686599999998,25.026954999999997,92.06971999999999,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,2.0,78,19,7,1600,2241,8,12,1612,1032,1086345.0
The_Lannisters,6e32dd4d,-11568909868.0,-11409388588.0,The Mountains,104.933621,51.690694,37.690537,83.941474,8.530741,61.724174,-1,0.0,0.0,1.0,0,0.0,2.0,2.0,3.0,108,25,5,1603,1949,14,6,1608,0317,1286933.0
The_Lannisters,6e32dd7f,-11672123968.0,-11415148648.0,Cursed Land,120.094494,6.011409,32.696684999999995,177.588967,56.566639,16.902872,1,0.0,1.0,0.0,0,1.0,3.0,4.0,4.0,154,16,2,1600,0514,8,4,1608,1116,1373998.0
The_Lannisters,6e32ddab,-11653608328.0,-11298823888.0,Servant's Premises,16.194359,4.809182,43.513633,217.643509,7.53079,14.928648999999998,-1,,0.0,1.0,0,,3.0,4.0,3.0,155,17,9,1600,1228,15,12,1611,1942,1427927.0
The_Lannisters,6e32ddce,-11501482828.0,-11315812588.0,The Mountains,31.909765999999998,54.470925,68.621482,41.845039,4.54305,65.17586800000001,-1,,0.0,1.0,0,,2.0,3.0,4.0,106,14,7,1605,0533,2,6,1611,0437,1330228.0
The_Lannisters,6e32ddd3,-11498491228.0,-11318834548.0,Cursed Land,8.872878,96.8609,43.6517,141.362278,52.352028999999995,107.09237900000001,-1,0.0,1.0,,0,0.0,3.0,4.0,4.0,63,17,8,1605,2033,28,4,1611,0511,1030647.0
The_Lannisters,6e32de03,-11574697408.0,-11341207708.0,,92.666913,42.725823,27.920059000000002,72.714849,6.557685,53.07474200000001,1,,,,0,,3.0,3.0,2.0,117,19,3,1603,2010,12,8,1610,0625,1298846.0
The_Lannisters,6e32de2d,-11671036348.0,-11277752488.0,Servant's Premises,66.245755,4.870954,13.691239999999999,72.97363,67.328627,14.929209,-1,0.0,,,0,0.0,4.0,2.0,4.0,155,28,2,1600,1921,15,8,1612,1652,1385360.0
The_Lannisters,6e32de9f,-11570351248.0,-11324237248.0,The Mountains,81.393986,24.977215,,65.263053,2.0227720000000002,35.451205,-1,,1.0,,0,0.0,3.0,4.0,3.0,135,9,5,1603,0326,24,2,1611,1626,1362236.0
The_Lannisters,6e32decc,-11495689228.0,-11357728708.0,The Mountains,4.538629,76.118785,,58.940231000000004,8.503209,86.815586,-1,0.0,0.0,,0,1.0,4.0,3.0,3.0,84,19,9,1605,0653,2,2,1610,0115,1241315.0
The_Lannisters,6e32df21,-11455986448.0,-11435091868.0,The Mountains,36.692502000000005,22.641314,51.906977000000005,184.113885,19.830071,33.590895,-1,0.0,0.0,1.0,0,0.0,2.0,4.0,4.0,137,22,12,1606,1926,21,8,1607,1529,1483377.0
The_Lannisters,6e32df65,-11496051268.0,-11340591268.0,The Mountains,32.94086,16.879742999999998,50.783865000000006,29.49441,5.7400709999999995,27.37753,-1,0.0,0.0,1.0,0,0.0,3.0,2.0,4.0,143,15,9,1605,0219,19,8,1610,0939,1546614.0
The_Lannisters,6e32df69,-11457539668.0,-11300965408.0,The Mountains,7.5552410000000005,8.859199,23.790297,14.284059,24.760757,18.896976000000002,-1,0.0,1.0,1.0,0,0.0,4.0,2.0,2.0,151,4,12,1606,1959,21,11,1611,0050,1590604.0
The_Lannisters,6e32df7c,-11544380308.0,-11386096948.0,King's Landing,2.744002,27.391872999999997,49.93658,12.596561999999999,11.970441000000001,37.437985999999995,-1,0.0,0.0,0.0,0,1.0,4.0,4.0,2.0,133,4,3,1604,1735,10,3,1609,1711,1532826.0
The_Lannisters,6e32df8d,-11645935948.0,-11414977408.0,Cursed Land,27.946228,69.647918,36.345991999999995,27.298018,53.47342,80.625456,-1,0.0,0.0,0.0,0,1.0,,2.0,2.0,90,15,12,1600,0741,10,4,1608,1050,1106952.0
The_Lannisters,6e32dfb2,-11656913728.0,-11454286828.0,The Mountains,,18.107803,22.756832,135.833223,2.322209,28.562065999999998,-1,0.0,,,0,0.0,2.0,3.0,4.0,142,10,8,1600,0618,11,1,1607,1133,1425167.0
The_Lannisters,6e32dfc2,-11458851868.0,-11313578428.0,Servant's Premises,21.871506,40.393235,77.44042900000001,181.309504,79.488238,50.647146,-1,0.0,0.0,1.0,0,0.0,3.0,2.0,,120,19,11,1606,1529,28,6,1611,0113,1230642.0
The_Lannisters,6e32e07e,-11538606628.0,-11353658668.0,The Mountains,55.46908199999999,28.018593,87.314996,77.333139,40.464247,38.858909000000004,-1,0.0,0.0,0.0,0,1.0,2.0,2.0,2.0,132,10,5,1604,1323,21,3,1610,0349,1285400.0
The_Lannisters,6e32e125,-11492482228.0,-11310473608.0,Servant's Premises,53.193881999999995,48.601153000000004,12.726425,163.702548,23.056714000000003,58.821086,-1,0.0,0.0,0.0,0,1.0,3.0,2.0,4.0,111,26,10,1605,0943,2,8,1611,2340,1316006.0
The_Lannisters,6e32e165,-11501684488.0,-11320502308.0,,91.473545,6.580569000000001,21.559979000000002,82.245773,56.427661,17.08207,-1,0.0,0.0,1.0,0,0.0,4.0,4.0,4.0,153,11,7,1605,2132,8,4,1611,2155,1539429.0
The_Lannisters,6e32e1a9,-11561819968.0,-11296456228.0,The Mountains,44.169048,35.110384,81.534205,174.867238,59.27384,45.930111,-1,0.0,0.0,,0,1.0,4.0,2.0,4.0,125,15,8,1603,2114,12,1,1612,0523,1236606.0
The_Lannisters,6e32e204,-11564238508.0,-11352122968.0,The Mountains,34.531246,75.470107,,118.60238999999999,55.698317,85.89918399999999,-1,,1.0,1.0,0,0.0,2.0,2.0,3.0,85,18,7,1603,2125,7,4,1610,2224,1143628.0
The_Lannisters,6e32e246,-11556030388.0,-11362205608.0,Cursed Land,71.251335,48.364509999999996,35.10013,135.420905,24.095955,58.75093100000001,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,2.0,112,21,10,1603,2127,12,12,1609,0540,1259588.0
The_Lannisters,6e32e269,-11556656848.0,-11311294528.0,Servant's Premises,37.18293,109.06894199999999,107.400275,148.772432,23.473131,119.6946,-1,0.0,1.0,1.0,0,0.0,4.0,3.0,2.0,51,14,10,1603,1526,24,7,1611,1138,959719.0
The_Lannisters,6e32e2cf,-11468259328.0,-11387366848.0,The Mountains,9.318867,60.226576,,28.28932,21.54275,70.727354,1,0.0,0.0,,0,0.0,2.0,4.0,3.0,100,2,8,1606,1818,24,2,1609,0026,1319696.0
The_Lannisters,6e32e34c,-11637970948.0,-11313867748.0,King's Landing,100.581198,86.17876,138.433054,28.13878,8.728873,96.402057,-1,0.0,0.0,,0,1.0,4.0,,2.0,74,17,3,1601,1211,24,6,1611,1651,994715.0
The_Lannisters,6e32e3ec,-11631942628.0,-11372207308.0,The Mountains,56.771353000000005,50.915199,,18.560938,13.347382999999999,61.541699,1,0.0,0.0,1.0,0,0.0,2.0,2.0,3.0,109,26,5,1601,0643,18,8,1609,1125,1318377.0
The_Lannisters,6e32e432,-11633356768.0,-11364686668.0,The Mountains,108.38254199999999,49.776413,44.778853000000005,89.012879,40.026975,60.394071,-1,0.0,1.0,1.0,0,0.0,4.0,3.0,2.0,110,9,5,1601,2154,13,11,1609,1229,1247681.0
The_Lannisters,6e32e446,-11545552648.0,-11300706868.0,The Mountains,6.006475,18.402389000000003,4.901787000000001,260.371046,44.034896,29.037319,-1,0.0,0.0,1.0,0,0.0,3.0,,4.0,142,20,2,1604,0356,24,11,1611,0039,1454117.0
The_Lannisters,6e32e48c,-11659126648.0,-11358103408.0,The Mountains,63.257493000000004,37.821212,,173.14919,47.187265999999994,47.897228999999996,0,,0.0,1.0,1,0.0,4.0,4.0,2.0,122,15,7,1600,1536,28,1,1610,1710,1261228.0
The_Lannisters,6e32e4cb,-11544470428.0,-11339414848.0,King's Landing,13.80165,11.984667,39.36926,,17.417279,22.648089000000002,-1,0.0,0.0,,0,0.0,2.0,2.0,2.0,148,3,3,1604,1633,2,9,1610,0026,1439271.0
The_Lannisters,6e32e505,-11645320828.0,-11439365608.0,The Mountains,29.395822999999996,14.630839000000002,44.934655,96.962337,24.647285999999998,24.808954999999997,-1,0.0,0.0,0.0,0,1.0,3.0,4.0,4.0,145,22,12,1600,1033,3,7,1607,0420,1490796.0
The_Lannisters,6e32e50a,-11613778708.0,-11332724308.0,The Mountains,11.963811999999999,25.5775,,143.153042,49.273943,35.915687,-1,0.0,0.0,1.0,0,0.0,2.0,2.0,4.0,134,22,12,1601,1215,18,11,1610,1055,1364357.0
The_Lannisters,6e32e545,-11496427108.0,-11431281628.0,The Mountains,,12.736410000000001,37.090363,39.377317,14.116446,23.204201,-1,,0.0,0.0,0,1.0,2.0,4.0,4.0,147,10,9,1605,1755,4,10,1607,1753,1550811.0
The_Lannisters,6e32e55f,-11640089368.0,-11445145288.0,The Mountains,17.519723000000003,7.620384,63.389062,112.541274,0.014387,17.642781,-1,0.0,,1.0,0,0.0,2.0,3.0,2.0,152,20,2,1601,2344,27,4,1607,0652,1469887.0
The_Lannisters,6e32e5c7,-11656721488.0,-11381470348.0,Servant's Premises,89.276503,38.788113,95.568105,134.463865,4.352132,49.249748,-1,0.0,,1.0,0,0.0,3.0,3.0,3.0,121,12,8,1600,1142,3,5,1609,0621,1241225.0
The_Lannisters,6e32e604,-11487708568.0,-11306192608.0,The Mountains,40.553864000000004,13.167629000000002,40.828047999999995,46.744057,51.350837,24.047361,1,0.0,0.0,1.0,0,0.0,4.0,3.0,3.0,147,20,12,1605,1544,21,9,1611,1250,1544646.0
The_Lannisters,6e32e648,-11461314988.0,-11416254028.0,The Mountains,117.33242,26.106026999999997,3.4766160000000004,156.40346200000002,18.657609,36.458239,0,,0.0,,1,1.0,4.0,3.0,4.0,134,22,10,1606,0317,26,3,1608,1613,1422633.0
The_Lannisters,6e32e65a,-11468032108.0,-11367369208.0,The Mountains,62.829788,9.523525,52.107285,144.201751,48.825431,20.386341,-1,0.0,0.0,1.0,0,0.0,2.0,3.0,2.0,150,5,8,1606,0925,13,10,1609,1120,1419902.0
The_Lannisters,6e32e691,-11595441448.0,-11338273348.0,The Mountains,57.504206,15.898658,56.988645999999996,41.611529,82.434629,26.006187,-1,0.0,0.0,1.0,0,0.0,4.0,3.0,4.0,144,22,7,1602,1756,15,9,1610,0531,1441659.0
The_Lannisters,6e32e6c5,-11555922328.0,-11340173968.0,The Mountains,89.907219,108.86541799999999,90.84447,120.62639899999999,26.817486,118.943302,1,0.0,0.0,1.0,0,0.0,3.0,3.0,3.0,51,23,10,1603,0328,24,8,1610,0534,1013024.0
The_Lannisters,6e32e6e8,-11590436368.0,-11317182088.0,,76.56690400000001,,,37.843033,7.2074169999999995,,-1,0.0,0.0,1.0,0,0.0,3.0,3.0,4.0,74,18,9,1602,1614,17,5,1611,0812,1341490.0
The_Lannisters,6e32e72c,-11660209888.0,-11451519268.0,The Mountains,50.126135999999995,33.875881,,89.31949499999999,30.101744,44.699726,1,0.0,0.0,1.0,0,0.0,2.0,2.0,2.0,126,3,7,1600,0242,12,2,1607,1219,1349604.0
The_Lannisters,6e32e75c,-11561815948.0,-11425483468.0,Cursed Land,90.304101,76.402976,63.181048,37.878546,33.159112,86.50069599999999,1,0.0,0.0,,0,0.0,4.0,3.0,4.0,84,15,8,1603,2221,10,12,1607,2029,1171560.0
The_Lannisters,6e32e771,-11570556568.0,-11398702948.0,The Mountains,28.807823,10.793032,39.072733,257.25547400000005,20.974999,21.058709,-1,0.0,0.0,,0,0.0,3.0,2.0,4.0,149,6,5,1603,1824,15,10,1608,1931,1430283.0
The_Lannisters,6e32e7a9,-11622134608.0,-11294289748.0,,47.585675,27.634017999999998,8.537869,57.631632999999994,30.976409000000004,37.960576,-1,0.0,1.0,1.0,0,0.0,3.0,2.0,2.0,132,16,9,1601,1910,6,2,1612,0711,1380333.0
The_Lannisters,6e32e7c7,-11462088328.0,-11280993748.0,Cursed Land,6.663836,7.446722,72.360037,65.116293,52.815934999999996,18.109474,-1,0.0,0.0,1.0,0,0.0,3.0,,3.0,153,13,10,1606,0428,9,7,1612,0431,1433301.0
The_Lannisters,6e32e7da,-11539313848.0,-11288289928.0,,7.5433509999999995,37.972107,,110.09068500000001,30.882864,48.379748,-1,,0.0,1.0,0,0.0,4.0,,3.0,122,2,5,1604,0856,15,4,1612,1748,1391774.0
The_Lannisters,6e32e7e1,-11667879208.0,-11326235668.0,The Mountains,32.106169,75.219263,69.418637,180.227995,10.148316000000001,85.329954,-1,0.0,,1.0,0,0.0,3.0,3.0,3.0,85,5,4,1600,0820,1,2,1611,1319,1133051.0
The_Lannisters,6e32e892,-11565025408.0,-11406283408.0,The Mountains,,18.924276000000003,,1.965818,25.213027,28.962524,0,,1.0,1.0,1,0.0,4.0,4.0,4.0,141,9,7,1603,1850,20,7,1608,0150,1538217.0
The_Lannisters,6e32e8fe,-11543779708.0,-11279459068.0,King's Landing,84.074106,97.834877,111.01538799999999,167.507432,35.471841999999995,108.454926,0,,0.0,1.0,1,0.0,2.0,4.0,2.0,62,11,3,1604,1625,26,7,1612,2249,940269.0
The_Lannisters,6e32e911,-11600741548.0,-11327005768.0,King's Landing,39.261503999999995,56.787053,52.626324,179.679356,10.321822000000001,67.175605,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,2.0,103,22,5,1602,0941,23,1,1611,1524,1291986.0
The_Lannisters,6e32e954,-11597285908.0,-11368423768.0,The Mountains,30.213546,22.370024,19.242548,173.825503,14.608053,33.306536,-1,0.0,0.0,1.0,0,0.0,,2.0,2.0,138,1,7,1602,0935,1,10,1609,0624,1391121.0
The_Lannisters,6e32e969,-11607307948.0,-11400527728.0,Cursed Land,,3.135677,,171.029652,3.779604,13.771191,1,0.0,,1.0,0,0.0,,2.0,4.0,157,7,3,1602,0941,24,9,1608,1638,1476899.0
The_Lannisters,6e32e9a0,-11576181928.0,-11325968368.0,The Mountains,28.366667,20.127897,,126.90278500000001,45.122487,30.842373,-1,0.0,0.0,1.0,0,0.0,3.0,4.0,3.0,140,2,3,1603,1548,4,2,1611,1534,1411979.0
The_Lannisters,6e32e9c3,-11469478108.0,-11391110848.0,,33.989987,13.410435999999999,105.313106,162.478286,3.157122,23.775879999999997,-1,0.0,1.0,,0,0.0,4.0,3.0,4.0,147,19,7,1606,1545,11,1,1609,1626,1471041.0
The_Lannisters,6e32e9d4,-11494917628.0,-11400530668.0,The Mountains,22.965892,75.20336999999999,,56.868596,9.621707,85.99594,-1,0.0,0.0,1.0,0,0.0,3.0,4.0,3.0,85,28,9,1605,0513,24,9,1608,1549,1302893.0
The_Lannisters,6e32e9e9,-11549511328.0,-11443495408.0,King's Landing,9.49051,64.282997,,93.633774,60.23661800000001,75.151723,-1,,0.0,1.0,0,0.0,3.0,,4.0,96,5,1,1604,0818,16,5,1607,0910,1349660.0
