ID,FARE
151.0,55.2
152.0,81.23
153.0,668.33
154.0,205.84
155.0,53.25
156.0,505.29
157.0,715.64
158.0,85.63
159.0,286.06
160.0,1132.33
161.0,98.35
162.0,77.45
163.0,48.15
164.0,67.41
165.0,826.81
166.0,219.43
167.0,727.3
168.0,41.33
169.0,976.21
170.0,374.43
171.0,454.81
172.0,379.82
173.0,75.98
174.0,66.11
175.0,84.88
176.0,38.81
177.0,373.26
178.0,920.35
179.0,110.61
180.0,43.54
181.0,705.37
182.0,79.26
183.0,85.62
184.0,87.94
185.0,109.7
186.0,502.35
187.0,466.06
188.0,507.95
189.0,303.8
190.0,331.5
191.0,80.7
192.0,554.15
193.0,91.13
194.0,116.64
195.0,897.56
196.0,29.06
197.0,56.55
198.0,383.88
199.0,63.26
200.0,144.4
201.0,71.02
202.0,95.11
203.0,155.63
204.0,49.04
205.0,51.87
206.0,64.85
207.0,98.83
208.0,577.93
209.0,79.01
210.0,38.95
211.0,1111.13
212.0,34.55
213.0,60.83
214.0,722.4
215.0,503.99
216.0,96.33
217.0,317.63
218.0,903.2
219.0,53.05
220.0,553.0
221.0,69.28
222.0,43.47
223.0,543.71
224.0,49.27
225.0,664.76
226.0,87.48
227.0,74.39
228.0,767.79
229.0,52.62
230.0,120.4
231.0,373.2
232.0,445.84
233.0,212.73
234.0,1062.07
235.0,281.34
236.0,54.45
237.0,100.29
238.0,36.6
239.0,40.4
240.0,265.71
241.0,90.46
242.0,441.49
243.0,93.04
244.0,49.2
245.0,86.61
246.0,590.62
247.0,155.78
248.0,80.83
249.0,75.09
250.0,343.01
251.0,51.7
252.0,897.12
253.0,419.13
254.0,29.97
255.0,415.67
256.0,27.24
257.0,814.79
258.0,544.97
259.0,86.25
260.0,29.58
261.0,246.2
262.0,87.08
263.0,66.55
264.0,58.37
265.0,496.63
266.0,64.58
267.0,71.94
268.0,81.79
269.0,354.1
270.0,695.77
271.0,60.77
272.0,48.7
273.0,73.69
274.0,50.13
275.0,83.2
276.0,1020.7
277.0,43.15
278.0,65.34
279.0,498.83
280.0,102.75
281.0,138.67
282.0,1018.6
283.0,242.03
284.0,838.23
285.0,112.83
286.0,71.68
287.0,109.16
288.0,291.26
289.0,441.65
290.0,98.66
291.0,291.9
292.0,483.9
293.0,725.25
294.0,68.94
295.0,836.05
296.0,180.68
297.0,129.91
298.0,1189.45
299.0,1051.82
300.0,88.11
301.0,522.16
302.0,74.83
303.0,54.29
304.0,437.92
305.0,60.68
306.0,93.34
307.0,97.78
308.0,153.25
309.0,36.38
310.0,61.3
311.0,944.03
312.0,1323.37
313.0,243.08
314.0,519.01
315.0,563.25
316.0,178.75
317.0,492.09
318.0,72.63
319.0,81.05
320.0,87.63
321.0,64.62
322.0,886.01
323.0,124.26
324.0,448.13
325.0,66.69
326.0,251.02
327.0,58.62
328.0,917.33
329.0,81.73
330.0,41.14
331.0,917.02
332.0,474.81
333.0,66.08
334.0,72.5
335.0,84.13
336.0,62.83
337.0,49.37
338.0,40.19
339.0,318.05
340.0,271.3
341.0,647.56
342.0,92.91
343.0,57.93
344.0,82.66
345.0,54.36
346.0,417.16
347.0,62.84
348.0,266.17
349.0,718.81
350.0,469.24
351.0,367.11
352.0,25.78
353.0,86.93
354.0,40.42
355.0,58.99
356.0,72.18
357.0,60.4
358.0,44.18
359.0,45.08
360.0,956.18
361.0,522.76
362.0,48.34
363.0,83.24
364.0,73.84
365.0,131.27
366.0,70.66
367.0,424.38
368.0,477.79
369.0,898.63
370.0,67.11
371.0,345.54
372.0,387.9
373.0,66.4
374.0,570.29
375.0,75.78
376.0,996.55
377.0,293.56
378.0,45.99
379.0,62.09
380.0,155.28
381.0,104.7
382.0,56.89
383.0,196.38
384.0,96.28
385.0,29.22
386.0,62.95
387.0,296.45
388.0,78.68
389.0,32.58
390.0,78.45
391.0,50.3
392.0,86.02
393.0,58.03
394.0,61.22
395.0,400.91
396.0,147.06
397.0,56.22
398.0,98.08
399.0,50.53
400.0,336.47
401.0,327.92
402.0,524.56
403.0,1188.75
404.0,58.23
405.0,71.37
406.0,204.95
407.0,61.7
408.0,46.71
409.0,323.23
410.0,517.2
411.0,62.46
412.0,347.43
413.0,51.66
414.0,81.34
415.0,67.63
416.0,31.82
417.0,197.89
418.0,59.53
419.0,75.54
420.0,45.55
421.0,347.42
422.0,44.8
423.0,767.53
424.0,102.54
425.0,34.48
426.0,491.28
427.0,66.52
428.0,88.44
429.0,219.26
430.0,777.28
431.0,60.39
432.0,886.33
433.0,124.01
434.0,62.57
435.0,490.93
436.0,674.37
437.0,49.01
438.0,110.76
439.0,62.7
440.0,318.45
441.0,103.04
442.0,396.87
443.0,409.39
444.0,609.75
445.0,461.15
446.0,101.52
447.0,117.01
448.0,47.19
449.0,498.71
450.0,74.93
451.0,32.17
452.0,414.09
453.0,69.29
454.0,145.18
455.0,77.54
456.0,37.0
457.0,32.26
458.0,164.34
459.0,44.6
460.0,59.32
461.0,86.39
462.0,65.51
463.0,550.14
464.0,380.64
465.0,457.69
466.0,136.96
467.0,92.05
468.0,406.88
469.0,115.52
470.0,74.48
471.0,63.15
472.0,310.74
473.0,57.5
474.0,73.98
475.0,439.55
476.0,49.52
477.0,586.7
478.0,93.04
479.0,96.99
480.0,46.14
481.0,455.26
482.0,94.91
483.0,472.86
484.0,82.45
485.0,63.41
486.0,63.71
487.0,93.15
488.0,362.35
489.0,289.46
490.0,94.47
491.0,72.05
492.0,96.23
493.0,61.19
494.0,488.61
495.0,53.71
496.0,175.45
497.0,52.44
498.0,31.21
499.0,62.86
500.0,65.67
501.0,441.35
502.0,435.87
503.0,80.11
504.0,59.32
505.0,89.54
506.0,109.41
507.0,671.5
508.0,49.94
509.0,535.1
510.0,526.2
511.0,48.3
512.0,242.29
513.0,311.37
514.0,45.76
515.0,489.25
516.0,1009.87
517.0,41.78
518.0,308.31
519.0,84.98
520.0,608.37
521.0,514.72
522.0,120.36
523.0,608.61
524.0,507.99
525.0,51.89
526.0,63.4
527.0,79.56
528.0,246.98
529.0,104.0
530.0,55.47
531.0,80.05
532.0,495.16
533.0,58.85
534.0,391.13
535.0,57.63
536.0,66.54
537.0,327.44
538.0,98.49
539.0,64.7
540.0,601.2
541.0,39.19
542.0,112.09
543.0,75.04
544.0,531.07
545.0,314.37
546.0,75.83
547.0,80.07
548.0,416.9
549.0,840.11
550.0,118.47
551.0,70.35
552.0,58.89
553.0,53.72
554.0,59.62
555.0,477.97
556.0,37.26
557.0,227.88
558.0,95.06
559.0,72.82
560.0,224.3
561.0,59.22
562.0,55.1
563.0,51.7
564.0,72.27
565.0,56.65
566.0,93.77
567.0,57.84
568.0,110.71
569.0,100.24
570.0,61.6
571.0,87.88
572.0,77.89
573.0,46.2
574.0,84.23
575.0,437.92
576.0,52.29
577.0,56.33
578.0,88.71
579.0,70.02
580.0,779.15
581.0,37.93
582.0,83.42
583.0,628.24
584.0,504.97
585.0,449.94
586.0,26.62
587.0,875.65
588.0,414.52
589.0,56.02
590.0,87.5
591.0,810.54
592.0,62.71
593.0,69.83
594.0,54.59
595.0,57.67
596.0,824.12
597.0,78.76
598.0,1052.55
599.0,42.86
600.0,392.26
601.0,485.23
602.0,89.62
603.0,71.14
604.0,895.99
605.0,105.91
606.0,549.81
607.0,329.37
608.0,74.17
609.0,26.43
610.0,97.59
611.0,475.69
612.0,78.39
613.0,34.75
614.0,72.67
615.0,66.97
616.0,122.3
617.0,397.86
618.0,51.04
619.0,223.81
620.0,282.51
621.0,58.98
622.0,1120.85
623.0,601.65
624.0,72.41
625.0,101.5
626.0,692.28
627.0,183.8
628.0,561.11
629.0,519.39
630.0,60.25
631.0,110.84
632.0,398.83
633.0,61.53
634.0,56.19
635.0,699.11
636.0,65.47
637.0,897.67
638.0,60.12
639.0,207.88
640.0,74.89
641.0,83.63
642.0,124.66
643.0,98.77
644.0,159.64
645.0,389.39
646.0,95.23
647.0,41.69
648.0,68.36
649.0,91.46
650.0,777.59
651.0,375.31
652.0,53.22
653.0,111.81
654.0,281.62
655.0,74.76
656.0,70.49
657.0,43.97
658.0,566.16
659.0,65.05
660.0,948.45
661.0,731.14
662.0,26.13
663.0,266.66
664.0,217.73
665.0,58.54
666.0,47.77
667.0,177.93
668.0,75.16
669.0,127.93
670.0,59.31
671.0,400.86
672.0,777.08
673.0,82.58
674.0,726.45
675.0,83.42
676.0,66.13
677.0,254.41
678.0,844.89
679.0,69.32
680.0,623.01
681.0,279.55
682.0,382.96
683.0,49.64
684.0,655.8
685.0,253.97
686.0,314.36
687.0,707.05
688.0,71.4
689.0,259.44
690.0,632.9
691.0,499.07
692.0,107.69
693.0,67.61
694.0,337.01
695.0,807.26
696.0,28.32
697.0,59.0
698.0,260.32
699.0,71.62
700.0,88.1
701.0,64.68
702.0,467.85
703.0,584.59
704.0,96.05
705.0,562.79
706.0,86.11
707.0,61.02
708.0,48.01
709.0,65.19
710.0,67.4
711.0,365.48
712.0,56.59
713.0,47.63
714.0,40.33
715.0,57.62
716.0,73.13
717.0,58.14
718.0,94.98
719.0,91.87
720.0,464.46
721.0,406.8
722.0,316.29
723.0,117.3
724.0,294.7
725.0,82.32
726.0,86.7
727.0,84.24
728.0,485.56
729.0,149.07
730.0,72.82
731.0,354.66
732.0,777.53
733.0,80.71
734.0,201.27
735.0,475.91
736.0,55.57
737.0,97.55
738.0,563.51
739.0,127.71
740.0,475.87
741.0,48.74
742.0,530.62
743.0,40.55
744.0,67.41
745.0,44.32
746.0,609.04
747.0,23.12
748.0,472.41
749.0,39.32
750.0,31.12
751.0,68.33
752.0,102.98
753.0,137.23
754.0,843.07
755.0,620.64
756.0,45.87
757.0,101.61
758.0,51.37
759.0,93.56
760.0,306.89
761.0,659.51
762.0,627.43
763.0,55.48
764.0,80.76
765.0,805.81
766.0,64.71
767.0,78.06
768.0,790.6
769.0,76.56
770.0,505.95
771.0,126.27
772.0,321.8
773.0,641.4
774.0,45.08
775.0,282.53
776.0,81.22
777.0,97.13
778.0,68.31
779.0,43.03
780.0,107.94
781.0,412.07
782.0,81.38
783.0,56.02
784.0,253.4
785.0,155.04
786.0,64.06
787.0,96.87
788.0,92.35
789.0,38.56
790.0,579.16
791.0,83.79
792.0,248.16
793.0,55.24
794.0,64.82
795.0,33.34
796.0,219.04
797.0,99.67
798.0,52.26
799.0,272.54
800.0,64.75
801.0,331.95
802.0,205.04
803.0,63.84
804.0,819.8
805.0,66.54
806.0,55.19
807.0,62.81
808.0,29.22
809.0,118.71
810.0,62.18
811.0,461.91
812.0,642.96
813.0,59.1
814.0,1182.62
815.0,518.88
816.0,63.7
817.0,789.12
818.0,624.95
819.0,206.65
820.0,272.26
821.0,791.72
822.0,106.94
823.0,535.25
824.0,104.61
825.0,329.88
826.0,49.66
827.0,83.07
828.0,75.69
829.0,67.12
830.0,83.18
831.0,64.84
832.0,43.24
833.0,379.44
834.0,78.78
835.0,612.87
836.0,59.3
837.0,1076.46
838.0,70.19
839.0,73.73
840.0,263.66
841.0,47.35
842.0,73.6
843.0,361.03
844.0,344.5
845.0,905.69
846.0,77.03
847.0,80.11
848.0,67.09
849.0,107.43
850.0,459.65
851.0,53.32
852.0,716.26
853.0,67.65
854.0,642.26
855.0,83.57
856.0,92.28
857.0,392.87
858.0,110.58
859.0,288.76
860.0,159.85
861.0,300.02
862.0,586.97
863.0,408.34
864.0,62.22
865.0,55.42
866.0,62.52
867.0,63.17
868.0,343.52
869.0,42.5
870.0,560.3
871.0,92.63
872.0,52.35
873.0,272.11
874.0,300.8
875.0,79.05
876.0,28.6
877.0,40.87
878.0,470.02
879.0,64.97
880.0,73.27
881.0,41.31
882.0,86.61
883.0,54.0
884.0,248.37
885.0,377.88
886.0,54.74
887.0,55.15
888.0,263.95
889.0,68.41
890.0,99.45
891.0,455.08
892.0,568.04
893.0,78.31
894.0,59.78
895.0,69.26
896.0,643.1
897.0,86.21
898.0,65.91
899.0,876.35
900.0,54.21
901.0,406.19
902.0,152.5
903.0,81.45
904.0,25.24
905.0,69.35
906.0,74.98
907.0,83.53
908.0,760.02
909.0,87.22
910.0,475.78
911.0,363.1
912.0,109.72
913.0,378.43
914.0,274.79
915.0,46.93
916.0,58.66
917.0,672.43
918.0,99.39
919.0,99.61
920.0,91.74
921.0,1022.77
922.0,481.63
923.0,48.14
924.0,46.67
925.0,81.47
926.0,538.57
927.0,72.18
928.0,23.48
929.0,161.23
930.0,176.54
931.0,1038.76
932.0,415.29
933.0,63.37
934.0,56.73
935.0,36.4
936.0,688.93
937.0,35.83
938.0,42.07
939.0,75.28
940.0,229.63
941.0,70.49
942.0,873.1
943.0,882.2
944.0,66.65
945.0,66.07
946.0,625.9
947.0,1021.85
948.0,76.83
949.0,264.43
950.0,230.92
951.0,419.41
952.0,1221.0
953.0,178.65
954.0,145.27
955.0,46.48
956.0,90.64
957.0,104.57
958.0,58.27
959.0,725.08
960.0,686.33
961.0,264.52
962.0,52.71
963.0,465.68
964.0,102.74
965.0,51.14
966.0,599.74
967.0,48.95
968.0,54.68
969.0,51.27
970.0,1217.06
971.0,230.43
972.0,44.28
973.0,52.06
974.0,80.9
975.0,653.36
976.0,209.12
977.0,36.99
978.0,409.81
979.0,994.57
980.0,43.77
981.0,44.49
982.0,84.11
983.0,93.93
984.0,402.19
985.0,59.66
986.0,67.85
987.0,86.99
988.0,29.53
989.0,48.51
990.0,49.09
991.0,921.74
992.0,35.25
993.0,90.99
994.0,55.47
995.0,78.27
996.0,73.08
997.0,127.45
998.0,125.46
999.0,66.55
1000.0,80.04
1001.0,398.31
1002.0,43.66
1003.0,62.91
1004.0,463.68
1005.0,792.51
1006.0,677.16
1007.0,415.7
1008.0,60.8
1009.0,253.93
1010.0,92.5
1011.0,64.36
1012.0,118.8
1013.0,266.33
1014.0,97.87
1015.0,768.63
1016.0,90.36
1017.0,857.56
1018.0,1109.68
1019.0,76.18
1020.0,93.58
1021.0,103.92
1022.0,233.15
1023.0,942.06
1024.0,83.7
1025.0,69.67
1026.0,62.99
1027.0,288.78
1028.0,83.12
1029.0,61.64
1030.0,245.81
1031.0,135.81
1032.0,940.7
1033.0,108.34
1034.0,69.01
1035.0,615.77
1036.0,259.63
1037.0,84.83
1038.0,83.66
1039.0,40.37
1040.0,39.84
1041.0,467.71
1042.0,96.39
1043.0,103.18
1044.0,76.69
1045.0,96.37
1046.0,83.63
1047.0,308.89
1048.0,371.67
1049.0,872.7
1050.0,272.7
1051.0,110.16
1052.0,640.39
1053.0,150.9
1054.0,54.16
1055.0,187.38
1056.0,92.36
1057.0,220.29
1058.0,837.28
1059.0,66.91
1060.0,494.49
1061.0,84.53
1062.0,74.48
1063.0,148.4
1064.0,271.36
1065.0,897.34
1066.0,57.25
1067.0,238.11
1068.0,391.37
1069.0,454.28
1070.0,40.34
1071.0,50.06
1072.0,55.12
1073.0,918.41
1074.0,28.9
1075.0,429.5
1076.0,54.12
1077.0,73.13
1078.0,57.99
1079.0,483.63
1080.0,474.33
1081.0,206.45
1082.0,95.75
1083.0,216.06
1084.0,310.82
1085.0,65.12
1086.0,100.8
1087.0,325.34
1088.0,75.51
1089.0,116.54
1090.0,45.32
1091.0,459.79
1092.0,573.41
1093.0,35.87
1094.0,77.49
1095.0,57.49
1096.0,61.89
1097.0,357.69
1098.0,24.35
1099.0,444.94
1100.0,71.05
1101.0,259.83
1102.0,47.4
1103.0,88.81
1104.0,987.57
1105.0,290.46
1106.0,1059.96
1107.0,331.56
1108.0,90.3
1109.0,64.24
1110.0,74.11
1111.0,62.74
1112.0,118.91
1113.0,58.07
1114.0,63.67
1115.0,30.41
1116.0,81.78
1117.0,372.65
1118.0,84.31
1119.0,41.21
1120.0,52.62
1121.0,32.41
1122.0,952.38
1123.0,849.25
1124.0,1056.24
1125.0,661.35
1126.0,193.99
1127.0,36.06
1128.0,516.39
1129.0,501.9
1130.0,432.54
1131.0,236.24
1132.0,69.19
1133.0,81.87
1134.0,52.02
1135.0,91.64
1136.0,107.16
1137.0,356.91
1138.0,230.16
1139.0,43.66
1140.0,813.95
1141.0,49.81
1142.0,53.83
1143.0,49.27
1144.0,69.95
1145.0,196.66
1146.0,430.8
1147.0,47.49
1148.0,49.97
1149.0,830.34
1150.0,60.96
1151.0,57.3
1152.0,295.85
1153.0,62.76
1154.0,47.79
1155.0,71.31
1156.0,367.4
1157.0,271.53
1158.0,93.17
1159.0,70.14
1160.0,93.56
1161.0,381.77
1162.0,38.1
1163.0,100.34
1164.0,685.33
1165.0,56.23
1166.0,92.55
1167.0,455.88
1168.0,529.08
1169.0,57.41
1170.0,58.68
1171.0,77.73
1172.0,904.42
1173.0,382.49
1174.0,79.44
1175.0,651.29
1176.0,64.46
1177.0,1089.01
1178.0,235.21
1179.0,139.4
1180.0,64.28
1181.0,87.71
1182.0,100.47
1183.0,119.39
1184.0,434.09
1185.0,301.08
1186.0,329.83
1187.0,54.91
1188.0,489.9
1189.0,29.09
1190.0,91.95
1191.0,59.63
1192.0,510.97
1193.0,66.31
1194.0,70.78
1195.0,286.9
1196.0,30.96
1197.0,304.01
1198.0,58.78
1199.0,258.44
1200.0,68.62
1201.0,597.67
1202.0,1037.61
1203.0,49.22
1204.0,868.89
1205.0,704.72
1206.0,292.15
1207.0,47.58
1208.0,72.16
1209.0,907.72
1210.0,79.73
1211.0,58.66
1212.0,588.62
1213.0,55.8
1214.0,89.09
1215.0,61.75
1216.0,95.58
1217.0,1120.98
1218.0,53.39
1219.0,58.42
1220.0,367.03
1221.0,46.99
1222.0,70.59
1223.0,60.01
1224.0,115.54
1225.0,332.11
1226.0,78.25
1227.0,116.16
1228.0,330.45
1229.0,105.1
1230.0,746.51
1231.0,940.23
1232.0,78.33
1233.0,63.33
1234.0,414.68
1235.0,46.86
1236.0,71.86
1237.0,87.3
1238.0,1079.66
1239.0,61.64
1240.0,668.02
1241.0,181.17
1242.0,289.99
1243.0,340.1
1244.0,1148.87
1245.0,66.71
1246.0,48.05
1247.0,44.86
1248.0,385.67
1249.0,53.71
1250.0,61.79
1251.0,148.33
1252.0,352.9
1253.0,83.07
1254.0,83.77
1255.0,575.8
1256.0,76.26
1257.0,790.06
1258.0,478.21
1259.0,280.82
1260.0,83.89
1261.0,707.32
1262.0,197.68
1263.0,185.68
1264.0,285.03
1265.0,514.24
1266.0,478.89
1267.0,1080.4
1268.0,60.5
1269.0,80.32
1270.0,50.64
1271.0,93.89
1272.0,74.99
1273.0,42.93
1274.0,66.98
1275.0,117.75
1276.0,91.82
1277.0,321.53
1278.0,90.49
1279.0,76.54
1280.0,79.8
1281.0,117.02
1282.0,428.39
1283.0,46.7
1284.0,49.02
1285.0,40.87
1286.0,142.87
1287.0,869.6
1288.0,29.99
1289.0,307.81
1290.0,470.2
1291.0,349.23
1292.0,59.93
1293.0,72.42
1294.0,81.55
1295.0,54.32
1296.0,271.43
1297.0,399.91
1298.0,655.72
1299.0,214.24
1300.0,537.63
1301.0,74.57
1302.0,276.49
1303.0,630.22
1304.0,105.93
1305.0,66.45
1306.0,426.04
1307.0,650.78
1308.0,100.47
1309.0,67.38
1310.0,22.6
1311.0,97.2
1312.0,1205.03
1313.0,69.12
1314.0,63.44
1315.0,57.49
1316.0,60.98
1317.0,45.04
1318.0,625.68
1319.0,913.07
1320.0,68.83
1321.0,83.05
1322.0,90.28
1323.0,384.8
1324.0,80.76
1325.0,106.82
1326.0,489.72
1327.0,73.18
1328.0,87.59
1329.0,281.49
1330.0,716.57
1331.0,194.47
1332.0,32.19
1333.0,87.59
1334.0,614.07
1335.0,567.7
1336.0,110.04
1337.0,79.87
1338.0,1004.25
1339.0,348.92
1340.0,452.04
1341.0,461.56
1342.0,62.52
1343.0,81.1
1344.0,474.84
1345.0,210.33
1346.0,614.85
1347.0,58.28
1348.0,54.79
1349.0,63.65
1350.0,66.46
1351.0,247.62
1352.0,56.3
1353.0,85.14
1354.0,503.73
1355.0,754.58
1356.0,44.58
1357.0,63.03
1358.0,397.33
1359.0,112.87
1360.0,330.93
1361.0,109.69
1362.0,796.05
1363.0,459.46
1364.0,67.75
1365.0,746.0
1366.0,64.68
1367.0,379.49
1368.0,297.28
1369.0,96.69
1370.0,486.54
1371.0,69.49
1372.0,76.89
1373.0,80.07
1374.0,49.35
1375.0,74.99
1376.0,837.96
1377.0,57.43
1378.0,74.84
1379.0,82.42
1380.0,656.38
1381.0,55.11
1382.0,434.38
1383.0,45.81
1384.0,35.41
1385.0,69.2
1386.0,84.35
1387.0,75.43
1388.0,89.1
1389.0,93.29
1390.0,78.56
1391.0,213.44
1392.0,71.07
1393.0,66.19
1394.0,207.57
1395.0,61.15
1396.0,906.99
1397.0,97.36
1398.0,382.51
1399.0,20.7
1400.0,57.37
1401.0,906.47
1402.0,62.77
1403.0,219.92
1404.0,65.04
1405.0,82.27
1406.0,22.99
1407.0,79.7
1408.0,984.89
1409.0,652.77
1410.0,453.75
1411.0,94.18
1412.0,30.43
1413.0,221.81
1414.0,71.4
1415.0,69.81
1416.0,97.91
1417.0,58.36
1418.0,70.2
1419.0,130.78
1420.0,630.52
1421.0,307.43
1422.0,40.51
1423.0,211.17
1424.0,88.51
1425.0,66.78
1426.0,101.03
1427.0,585.43
1428.0,374.52
1429.0,47.83
1430.0,48.07
1431.0,87.58
1432.0,367.95
1433.0,103.02
1434.0,28.52
1435.0,362.5
1436.0,202.7
1437.0,58.57
1438.0,844.94
1439.0,32.13
1440.0,80.21
1441.0,780.56
1442.0,72.37
1443.0,80.37
1444.0,89.38
1445.0,190.95
1446.0,30.7
1447.0,455.41
1448.0,97.99
1449.0,397.14
1450.0,484.87
1451.0,62.73
1452.0,663.87
1453.0,391.8
1454.0,65.83
1455.0,915.45
1456.0,66.61
1457.0,726.02
1458.0,313.33
1459.0,74.44
1460.0,67.77
1461.0,237.32
1462.0,112.9
1463.0,934.54
1464.0,475.35
1465.0,455.45
1466.0,64.49
1467.0,74.44
1468.0,90.15
1469.0,53.28
1470.0,57.29
1471.0,78.59
1472.0,76.43
1473.0,63.96
1474.0,277.14
1475.0,94.03
1476.0,413.31
1477.0,45.06
1478.0,79.46
1479.0,442.61
1480.0,1038.12
1481.0,577.08
1482.0,63.61
1483.0,73.14
1484.0,517.72
1485.0,88.88
1486.0,1216.61
1487.0,273.12
1488.0,490.42
1489.0,615.23
1490.0,74.12
1491.0,38.18
1492.0,34.64
1493.0,79.91
1494.0,427.65
1495.0,62.1
1496.0,67.5
1497.0,25.99
1498.0,82.42
1499.0,661.79
1500.0,215.01
1501.0,53.75
1502.0,317.59
1503.0,216.21
1504.0,294.72
1505.0,46.27
1506.0,602.3
1507.0,38.93
1508.0,632.98
1509.0,70.65
1510.0,1184.07
1511.0,96.25
1512.0,95.13
1513.0,110.0
1514.0,62.47
1515.0,586.93
1516.0,699.56
1517.0,51.53
1518.0,472.77
1519.0,597.29
1520.0,71.9
1521.0,36.56
1522.0,443.56
1523.0,793.92
1524.0,67.09
1525.0,101.87
1526.0,123.17
1527.0,67.72
1528.0,128.29
1529.0,40.15
1530.0,515.48
1531.0,90.18
1532.0,1069.88
1533.0,51.66
1534.0,120.58
1535.0,308.56
1536.0,290.62
1537.0,296.6
1538.0,88.32
1539.0,402.26
1540.0,49.98
1541.0,451.5
1542.0,59.11
1543.0,67.87
1544.0,68.21
1545.0,55.77
1546.0,108.11
1547.0,375.25
1548.0,83.39
1549.0,93.26
1550.0,86.73
1551.0,101.28
1552.0,66.0
1553.0,63.27
1554.0,440.62
1555.0,45.86
1556.0,969.73
1557.0,695.13
1558.0,51.9
1559.0,100.93
1560.0,237.85
1561.0,239.88
1562.0,107.72
1563.0,59.19
1564.0,38.5
1565.0,48.63
1566.0,113.89
1567.0,68.26
1568.0,51.0
1569.0,237.68
1570.0,83.11
1571.0,59.5
1572.0,340.03
1573.0,104.27
1574.0,43.82
1575.0,319.49
1576.0,26.14
1577.0,58.08
1578.0,128.95
1579.0,90.72
1580.0,87.24
1581.0,262.68
1582.0,88.78
1583.0,162.42
1584.0,248.36
1585.0,957.78
1586.0,307.31
1587.0,414.42
1588.0,995.67
1589.0,203.4
1590.0,64.4
1591.0,100.86
1592.0,81.84
1593.0,82.28
1594.0,99.04
1595.0,30.04
1596.0,58.5
1597.0,40.03
1598.0,188.21
1599.0,39.05
1600.0,68.61
1601.0,45.13
1602.0,40.19
1603.0,56.48
1604.0,59.08
1605.0,69.13
1606.0,429.97
1607.0,591.16
1608.0,55.17
1609.0,65.16
1610.0,34.99
1611.0,25.83
1612.0,303.13
1613.0,864.27
1614.0,31.7
1615.0,472.57
1616.0,385.48
1617.0,483.49
1618.0,268.26
1619.0,22.83
1620.0,64.35
1621.0,88.78
1622.0,70.41
1623.0,355.41
1624.0,263.68
1625.0,541.57
1626.0,343.67
1627.0,67.27
1628.0,779.13
1629.0,30.39
1630.0,53.76
1631.0,88.59
1632.0,179.37
1633.0,153.06
1634.0,62.6
1635.0,51.43
1636.0,71.77
1637.0,50.31
1638.0,83.97
1639.0,59.98
1640.0,65.23
1641.0,35.15
1642.0,403.27
1643.0,327.53
1644.0,62.15
1645.0,46.92
1646.0,69.64
1647.0,62.44
1648.0,216.22
1649.0,725.63
1650.0,201.38
1651.0,303.24
1652.0,64.53
1653.0,126.34
1654.0,49.11
1655.0,52.01
1656.0,1104.7
1657.0,948.66
1658.0,55.76
1659.0,101.53
1660.0,60.06
