House ID,Golden Grains
6e33d1e3,990555.36
6e33d1e8,1261523.28
6e33d1ec,1199309.18
6e33d1f2,1322802.3
6e33d1f6,1306176.95
6e33d1fa,1318919.54
6e33d1ff,1420027.82
6e33d205,1023884.42
6e33d207,1246775.7
6e33d209,1542394.77
6e33d20e,1347399.09
6e33d210,1246546.99
6e33d216,1124630.95
6e33d219,1198672.71
6e33d21d,1153801.31
6e33d221,1113580.7
6e33d227,1314111.16
6e33d22a,1155519.53
6e33d22e,1330702.91
6e33d230,1152999.3
6e33d234,1473194.74
6e33d239,982342.7
6e33d23e,1352226.33
6e33d241,1190097.69
6e33d244,1369002.3
6e33d247,1296557.26
6e33d24b,1392755.03
6e33d251,1066626.18
6e33d253,1295938.56
6e33d256,1192197.88
6e33d25c,1323699.97
6e33d25f,1417426.12
6e33d262,1136694.14
6e33d266,1411083.42
6e33d26b,1405203.25
6e33d26d,1496570.13
6e33d26f,1477017.87
6e33d274,1344870.34
6e33d278,1219885.34
6e33d27e,886423.94
6e33d281,1407539.82
6e33d286,1348588.86
6e33d28a,1404017.17
6e33d28e,1387265.87
6e33d293,1366855.84
6e33d298,1544213.81
6e33d29a,1407834.54
6e33d29c,1191981.35
6e33d29e,1185029.51
6e33d2a1,1475663.23
6e33d2a5,1083087.69
6e33d2ab,1260875.66
6e33d2b1,1274979.64
6e33d2b6,1599447.29
6e33d2bc,1383315.81
6e33d2c0,1348052.11
6e33d2c4,1104354.25
6e33d2c6,983790.66
6e33d2cb,1518339.43
6e33d2d0,1141541.37
6e33d2d5,1209853.83
6e33d2db,1433960.53
6e33d2e1,1280913.43
6e33d2e7,954533.28
6e33d2ea,1081400.3
6e33d2ec,1303495.97
6e33d2f2,1286481.11
6e33d2f4,1489340.3
6e33d2fa,1255240.82
6e33d2fe,1289836.81
6e33d303,1459141.45
6e33d309,1330266.11
6e33d30f,1293160.98
6e33d312,1406107.74
6e33d314,1213218.62
6e33d31a,965113.9
6e33d31e,1226269.63
6e33d320,1133309.3
6e33d326,1290832.87
6e33d329,1432806.6
6e33d32f,1177433.88
6e33d333,1507455.25
6e33d339,1365036.97
6e33d33e,1415327.57
6e33d340,1125073.92
6e33d344,1346264.4
6e33d34a,1059701.1
6e33d34f,1398323.31
6e33d353,1066724.82
6e33d359,1096182.88
6e33d35f,1302115.19
6e33d362,1337798.52
6e33d366,1527888.98
6e33d368,1471309.66
6e33d36e,1509645.95
6e33d371,1432795.88
6e33d376,1088036.73
6e33d37c,1369409.68
6e33d381,1492537.12
6e33d383,1394543.17
6e33d388,1361748.51
6e33d38b,1163381.16
6e33d38d,1481585.66
6e33d38f,873076.3
6e33d393,1361248.29
6e33d399,1250743.23
6e33d39d,1551616.34
6e33d3a2,1456364.14
6e33d3a7,1368110.12
6e33d3ab,1021303.83
6e33d3af,1235685.95
6e33d3b5,1089271.31
6e33d3bb,1273214.8
6e33d3be,1129619.02
6e33d3c2,1491903.04
6e33d3c6,1411862.77
6e33d3ca,1124858.86
6e33d3cf,1137268.37
6e33d3d2,1367325.66
6e33d3d8,1464083.23
6e33d3de,1365444.32
6e33d3e0,1429464.28
6e33d3e6,1273887.11
6e33d3e8,1475977.64
6e33d3ee,1455014.74
6e33d3f0,1356192.44
6e33d3f3,1495282.93
6e33d3f5,1165597.15
6e33d3f7,1516583.99
6e33d3fd,1235115.83
6e33d402,1155710.09
6e33d405,1197464.07
6e33d408,1574631.82
6e33d40a,1555287.82
6e33d40c,1321683.69
6e33d40f,1463661.38
6e33d413,1298663.42
6e33d416,1403227.56
6e33d419,1325913.96
6e33d41f,1310218.49
6e33d424,1507540.64
6e33d429,1632075.41
6e33d42f,1358693.34
6e33d433,1430655.76
6e33d439,1196413.57
6e33d43d,1339221.0
6e33d441,1152839.15
6e33d443,1105095.62
6e33d445,1439666.48
6e33d449,1390732.06
6e33d44c,1269125.25
6e33d450,1133096.76
6e33d456,1277278.1
6e33d45b,1602713.0
6e33d45f,1393288.75
6e33d461,1132769.43
6e33d466,1291339.21
6e33d46c,1264079.91
6e33d46f,1171519.77
6e33d471,1208510.69
6e33d473,1155814.32
6e33d478,1060190.22
6e33d47c,1422812.22
6e33d47e,1242755.9
6e33d482,1278031.9
6e33d486,1379219.17
6e33d489,1481750.37
6e33d48d,1213060.38
6e33d48f,1346197.25
6e33d491,1438572.27
6e33d496,1116644.93
6e33d49b,1135074.85
6e33d4a1,1491611.96
6e33d4a7,1044799.17
6e33d4ad,1589204.53
6e33d4af,1327844.37
6e33d4b3,1176062.6
6e33d4b6,1321622.37
6e33d4bc,1059612.14
6e33d4c0,1405986.52
6e33d4c4,1170544.3
6e33d4c9,1180360.86
6e33d4cd,941821.09
6e33d4d0,1152148.12
6e33d4d6,1467676.81
6e33d4d8,1452810.8
6e33d4dd,1031960.4
6e33d4df,1469614.96
6e33d4e2,1332527.31
6e33d4e6,1568919.23
6e33d4eb,1414547.97
6e33d4ef,1316534.95
6e33d4f1,1246545.62
6e33d4f7,1085814.52
6e33d4fb,1192102.11
6e33d4fd,1410498.03
6e33d4ff,1443049.88
6e33d501,1425951.99
6e33d503,1205729.99
6e33d508,1529144.62
6e33d50d,1394358.58
6e33d513,1450553.61
6e33d517,1329610.42
6e33d51b,1363689.09
6e33d521,1256397.0
6e33d527,1387468.0
6e33d52a,1473920.78
6e33d52e,1320291.45
6e33d534,1453558.88
6e33d536,1318312.18
6e33d53b,1455269.59
6e33d540,1467105.03
6e33d546,1464251.75
6e33d54a,1303537.68
6e33d54d,1390149.14
6e33d553,1653551.92
6e33d556,1469499.53
6e33d55b,1381604.67
6e33d560,1215460.7
6e33d566,1405022.37
6e33d56c,1427085.24
6e33d56f,1354985.74
6e33d573,1015811.36
6e33d578,1633900.8
6e33d57a,1367643.58
6e33d57d,1443789.79
6e33d581,1255068.94
6e33d586,1523454.62
6e33d589,1066302.39
6e33d58e,1284816.18
6e33d590,1494809.54
6e33d594,1441933.27
6e33d598,1273922.8
6e33d59c,1326607.7
6e33d5a0,1393230.98
6e33d5a5,1436322.64
6e33d5aa,1545317.16
6e33d5ad,1404773.54
6e33d5b2,1346161.07
6e33d5b5,1059260.17
6e33d5b9,1307068.93
6e33d5bf,1418965.93
6e33d5c4,1287468.53
6e33d5c6,1264722.41
6e33d5c9,1454177.87
6e33d5ce,1441933.2
6e33d5d0,1372557.25
6e33d5d4,1215330.75
6e33d5d6,1647077.75
6e33d5dc,1269069.31
6e33d5e2,1286586.39
6e33d5e5,1314082.92
6e33d5e7,1371032.16
6e33d5eb,1493665.36
6e33d5ee,1283613.21
6e33d5f0,1309995.02
6e33d5f6,1155482.95
6e33d5fc,1609081.32
6e33d600,1318235.74
6e33d604,1166505.33
6e33d607,1569365.69
6e33d60d,1261081.82
6e33d610,1342008.76
6e33d616,1497198.78
6e33d619,1350526.5
6e33d61c,1371045.41
6e33d620,1236528.72
6e33d623,796338.19
6e33d626,1398748.59
6e33d62a,1324806.53
6e33d62c,1383539.67
6e33d62e,1012995.73
6e33d632,1271893.82
6e33d634,1440233.19
6e33d637,1199009.31
6e33d63d,1414761.21
6e33d643,1189923.08
6e33d645,1373322.06
6e33d64a,1489581.52
6e33d64e,1418430.46
6e33d651,1294595.49
6e33d656,1421615.05
6e33d659,910279.0
6e33d65b,1314472.21
6e33d65e,1235531.79
6e33d660,1297604.11
6e33d666,1396424.19
6e33d669,1343379.95
6e33d66e,1472253.42
6e33d673,1275392.46
6e33d679,1246845.38
6e33d67b,1292757.19
6e33d681,1447794.8
6e33d685,1459074.87
6e33d687,1270443.3
6e33d68b,1222972.67
6e33d68d,1523193.47
6e33d68f,1278897.95
6e33d694,1434842.12
6e33d699,1404399.13
6e33d69c,1523288.73
6e33d69f,1281514.99
6e33d6a2,1125828.28
6e33d6a4,1316769.06
6e33d6a7,1379503.6
6e33d6ad,1406746.38
6e33d6af,1297782.14
6e33d6b5,1445271.59
6e33d6ba,1358675.14
6e33d6c0,1326859.3
6e33d6c2,1194566.69
6e33d6c8,1042818.87
6e33d6cb,1429870.26
6e33d6cd,957126.63
6e33d6d3,1320624.48
6e33d6d6,1432566.94
6e33d6db,1283736.96
6e33d6e1,1436149.41
6e33d6e6,1547836.08
6e33d6ec,1370859.47
6e33d6ee,1396740.86
6e33d6f4,1362462.43
6e33d6f9,1310142.97
6e33d6fb,1210303.44
6e33d701,1367005.58
6e33d707,1155588.12
6e33d70c,1458795.09
6e33d711,1360376.58
6e33d717,1338298.51
6e33d719,1056868.27
6e33d71f,1308104.33
6e33d723,1225424.24
6e33d729,1145493.77
6e33d72e,1381262.73
6e33d731,1293080.06
6e33d734,1090701.3
6e33d738,1327004.54
6e33d73c,1313801.73
6e33d73e,1222045.24
6e33d744,1386936.06
6e33d748,1373248.56
6e33d74a,1498309.51
6e33d74c,1096363.74
6e33d750,1119318.58
6e33d756,1112570.63
6e33d75b,922464.37
6e33d761,1494668.24
6e33d767,1187841.71
6e33d76d,1383329.35
6e33d76f,1285963.28
6e33d773,1510066.89
6e33d778,1414448.23
6e33d77e,1407487.35
6e33d781,1375126.88
6e33d787,1537820.23
6e33d78d,1180964.75
6e33d792,1656079.72
6e33d797,1346575.57
6e33d799,1418504.15
6e33d79c,1374951.64
6e33d7a0,1062359.78
6e33d7a6,1232208.53
6e33d7a9,1379875.59
6e33d7ae,1377932.17
6e33d7b1,1290325.45
6e33d7b7,1513926.59
6e33d7ba,1395245.53
6e33d7be,1375392.8
6e33d7c3,1494719.97
6e33d7c7,1124566.8
6e33d7cd,1351935.15
6e33d7d2,1367202.63
6e33d7d8,1344702.59
6e33d7dd,1325567.63
6e33d7e0,1222627.47
6e33d7e5,1308624.23
6e33d7e9,1495282.24
6e33d7ec,1400737.29
6e33d7ee,1402524.5
6e33d7f4,940514.62
6e33d7f7,1256860.53
6e33d7fb,1065107.3
6e33d7fe,1394104.23
6e33d801,1273475.53
6e33d805,1167249.59
6e33d808,1441648.78
6e33d80a,1229140.99
6e33d80c,1269079.51
6e33d811,1459376.04
6e33d817,1308108.36
6e33d81a,839966.65
6e33d820,1303109.83
6e33d822,1286903.63
6e33d825,1385063.97
6e33d827,1331043.71
6e33d829,1337799.34
6e33d82c,1363685.66
6e33d82f,1129410.59
6e33d833,1517050.2
6e33d838,890308.2
6e33d83a,1082955.89
6e33d83c,1316073.26
6e33d840,1373447.91
6e33d842,1244131.75
6e33d846,1282587.94
6e33d849,1427872.94
6e33d84d,1323385.39
6e33d851,1222227.77
6e33d856,1211678.5
6e33d85c,1519951.22
6e33d85f,1451835.77
6e33d863,1478528.35
6e33d865,1236917.37
6e33d869,1299929.73
6e33d86b,1269176.95
6e33d86f,1418092.36
6e33d871,1463742.37
6e33d873,1398445.92
6e33d876,1285135.2
6e33d87b,1272043.15
6e33d87f,1359149.26
6e33d883,1499076.75
6e33d889,1171398.53
6e33d88c,1523115.75
6e33d892,1376373.43
6e33d895,1312573.31
6e33d89b,1226430.35
6e33d89e,1279146.64
6e33d8a1,1441377.97
6e33d8a3,1145643.25
6e33d8a6,1518921.51
6e33d8ab,1007091.58
6e33d8ad,1063021.64
6e33d8b0,1317461.87
6e33d8b4,1189375.57
6e33d8b9,1253112.66
6e33d8bc,1344783.07
6e33d8bf,1396642.28
6e33d8c3,1434830.87
6e33d8c5,1029069.14
6e33d8ca,1274225.31
6e33d8cd,1350883.71
6e33d8d2,1375996.08
6e33d8d4,1371477.28
6e33d8d6,1246315.47
6e33d8dc,1442478.32
6e33d8e2,1028290.61
6e33d8e8,1464548.84
6e33d8ed,1151181.63
6e33d8f3,1430125.0
6e33d8f9,1299368.33
6e33d8ff,1188386.83
6e33d905,1111908.24
6e33d908,1668194.47
6e33d90a,1202604.2
6e33d90e,1397465.73
6e33d911,1298839.98
6e33d915,1123441.71
6e33d918,1134424.61
6e33d91a,1167220.61
6e33d91f,1467736.79
6e33d925,1233227.12
6e33d927,1323866.01
6e33d92d,1563181.03
6e33d92f,1154672.23
6e33d934,1150531.56
6e33d938,1208471.01
6e33d93c,1221878.69
6e33d93f,1563665.48
6e33d945,1441941.52
6e33d948,1345145.02
6e33d94a,1191779.69
6e33d94d,1266733.11
6e33d94f,1480645.38
6e33d951,1367977.12
6e33d957,1444056.72
6e33d95d,1593498.58
6e33d960,1126095.61
6e33d964,1215881.07
6e33d967,1486236.37
6e33d96b,1308253.03
6e33d970,1422307.11
6e33d976,1105374.2
6e33d978,1389612.34
6e33d97e,1005805.42
6e33d981,1651583.36
6e33d985,998845.08
6e33d98a,1275699.45
6e33d98e,1261614.91
6e33d991,1358304.47
6e33d996,934301.65
6e33d99a,1385841.32
6e33d99e,1401276.61
6e33d9a2,1487726.28
6e33d9a4,1495786.49
6e33d9aa,970538.86
6e33d9af,1340666.88
6e33d9b5,1404970.38
6e33d9b8,1413861.71
6e33d9bd,1383815.03
6e33d9c2,1526941.3
6e33d9c6,1470239.68
6e33d9c9,1542754.88
6e33d9ce,1111700.2
6e33d9d3,1378657.86
6e33d9d8,1233031.66
6e33d9dd,1527569.33
6e33d9e3,915700.63
6e33d9e9,1216836.61
6e33d9eb,1188709.99
6e33d9f1,1274982.35
6e33d9f6,923337.94
6e33d9f9,1403320.36
6e33d9ff,1349176.95
6e33da04,1290691.5
6e33da06,1437623.92
6e33da08,1386222.37
6e33da0c,1165581.45
6e33da12,1164715.99
6e33da18,1292041.64
6e33da1e,1493568.91
6e33da24,1547022.81
6e33da26,1138111.6
6e33da29,1443410.78
6e33da2c,917738.92
6e33da30,1283693.57
6e33da35,1463509.25
6e33da3b,1503494.58
6e33da41,1167218.67
6e33da46,1472423.28
6e33da49,1126981.6
6e33da4e,1462949.97
6e33da50,1216513.34
6e33da52,1376682.68
6e33da57,1183200.07
6e33da59,1412927.58
6e33da5e,1388530.82
6e33da60,900938.58
6e33da63,1411841.44
6e33da65,1278732.24
6e33da68,1389686.57
6e33da6d,1365835.11
6e33da6f,1560097.57
6e33da75,1143064.36
6e33da7a,1401087.41
6e33da7f,1386173.34
6e33da81,1139308.3
6e33da86,1144264.35
6e33da89,1148927.43
6e33da8e,1112237.64
6e33da93,1434853.31
6e33da95,1187285.0
6e33da99,1308038.47
6e33da9c,1423848.75
6e33daa2,1050198.39
6e33daa6,1485154.21
6e33daa9,1208340.97
6e33daaf,1310422.33
6e33dab1,1185268.52
6e33dab3,1383573.99
6e33dab8,1280029.4
6e33dabc,1329822.66
6e33dabe,1377443.63
6e33dac1,1008739.22
6e33dac5,1540899.21
6e33dac7,1145321.77
6e33dacd,1454692.27
6e33dad0,1508005.27
6e33dad4,1215130.35
6e33dad7,992694.85
6e33dada,1269981.67
6e33dadd,1262502.68
6e33dae1,1359140.68
6e33dae6,1233085.39
6e33dae9,1359917.89
6e33daef,1293404.4
6e33daf1,1198733.37
6e33daf4,1456831.08
6e33daf7,1264817.05
6e33daf9,1296824.04
6e33dafb,1233200.53
6e33db01,1312479.92
6e33db06,1162241.55
6e33db09,1275796.41
6e33db0d,1342951.77
6e33db0f,1483663.64
6e33db12,1297067.31
6e33db18,1568462.1
6e33db1d,1464805.19
6e33db22,1372456.17
6e33db28,1529192.77
6e33db2a,1321809.36
6e33db2e,1462059.18
6e33db34,1643826.55
6e33db38,1280110.32
6e33db3e,1229315.44
6e33db41,1449077.43
6e33db43,1493597.99
6e33db49,1041328.26
6e33db4b,1453646.94
6e33db50,1090526.85
6e33db54,1413556.38
6e33db56,1222072.68
6e33db58,1198351.75
6e33db5b,1157406.67
6e33db61,984849.33
6e33db64,1187359.11
6e33db66,1344408.42
6e33db6a,1280380.63
6e33db6e,1363203.47
6e33db71,1494360.59
6e33db75,1296554.42
6e33db79,1383599.67
6e33db7c,1284157.62
6e33db7f,1414429.23
6e33db82,1396501.42
6e33db87,1255521.41
6e33db8a,1299388.2
6e33db8f,1138656.0
6e33db93,1505956.93
6e33db98,1446790.42
6e33db9a,1185762.34
6e33db9c,1519585.63
6e33db9e,1369903.56
6e33dba0,1564285.81
6e33dba2,860343.58
6e33dba5,1566189.9
6e33dbab,1381173.51
6e33dbaf,1455618.05
6e33dbb1,1486245.9
6e33dbb7,1355812.21
6e33dbbd,999320.19
6e33dbbf,1527245.57
6e33dbc2,1351030.16
6e33dbc5,1099671.31
6e33dbcb,1266194.88
6e33dbcf,1211040.44
6e33dbd2,1187308.4
6e33dbd8,1635684.0
6e33dbdc,1471848.6
6e33dbe2,1536661.33
6e33dbe8,1482896.51
6e33dbee,1269180.29
6e33dbf2,1342184.6
6e33dbf4,1235487.41
6e33dbf7,1243070.73
6e33dbfc,1173285.55
6e33dc02,1470242.03
6e33dc06,1434991.88
6e33dc0b,1232295.3
6e33dc0e,1398700.21
6e33dc13,1279314.7
6e33dc17,876305.27
6e33dc1d,1443131.17
6e33dc21,1312123.0
6e33dc23,1235318.12
6e33dc28,983827.12
6e33dc2a,1381103.0
6e33dc2d,1304159.36
6e33dc30,1251864.87
6e33dc32,1314932.81
6e33dc38,1361186.42
6e33dc3a,1382194.74
6e33dc3c,1357117.51
6e33dc3f,1435242.71
6e33dc41,1493982.39
6e33dc45,978955.24
6e33dc47,993299.36
6e33dc4d,1160789.53
6e33dc52,1324078.22
6e33dc57,1463443.03
6e33dc5a,1260160.08
6e33dc60,1406655.79
6e33dc62,1049721.89
6e33dc65,1445805.93
6e33dc6b,1414804.92
6e33dc6e,1156754.94
6e33dc71,1258630.23
6e33dc77,1234345.06
6e33dc7d,1477313.13
6e33dc80,1275119.44
6e33dc84,1165017.09
6e33dc89,1373849.61
6e33dc8e,1501191.28
6e33dc93,1060816.31
6e33dc97,1399074.09
6e33dc9b,1376163.37
6e33dc9f,1426915.16
6e33dca4,1429404.28
6e33dca8,1485494.24
6e33dcae,1461381.25
6e33dcb3,1215357.19
6e33dcb7,1177688.61
6e33dcbb,1319876.6
6e33dcbd,1294564.25
6e33dcbf,1374276.4
6e33dcc2,1360110.22
6e33dcc8,1007348.68
6e33dccb,1343005.11
6e33dccd,1569198.47
6e33dcd2,1123382.6
6e33dcd8,1247649.25
6e33dcde,1166015.67
6e33dce3,1305427.78
6e33dce6,1209858.14
6e33dce9,1180609.68
6e33dced,1436003.11
6e33dcf2,1441859.94
6e33dcf5,1332781.64
6e33dcfb,1333847.75
6e33dd01,1258921.71
6e33dd03,1280070.2
6e33dd07,1483679.31
6e33dd0a,1113151.3
6e33dd0d,851792.95
6e33dd0f,1162292.43
6e33dd11,1417374.45
6e33dd13,1483736.5
6e33dd16,1218935.68
6e33dd1b,1356949.03
6e33dd1f,1303888.13
6e33dd25,1369958.58
6e33dd28,1000627.77
6e33dd2e,1413254.11
6e33dd32,1307955.74
6e33dd37,1472323.68
6e33dd3a,1084157.58
6e33dd3f,1480045.76
6e33dd45,1283112.22
6e33dd4a,1410867.0
6e33dd50,1246317.29
6e33dd52,1477302.37
6e33dd58,1428440.36
6e33dd5d,1573299.12
6e33dd63,1530718.61
6e33dd66,1152436.12
6e33dd69,1277225.49
6e33dd6b,1353844.06
6e33dd6f,1291611.58
6e33dd73,1328682.22
6e33dd75,1401783.67
6e33dd7a,1317343.32
6e33dd7e,1396076.56
6e33dd84,1355562.62
6e33dd86,1421663.7
6e33dd8a,1435168.37
6e33dd8e,1320283.7
6e33dd92,1114942.92
6e33dd95,1341987.81
6e33dd9b,1231244.68
6e33dda1,1096407.45
6e33dda6,1052001.48
6e33dda9,1448886.6
6e33ddab,1507006.95
6e33ddb1,1365589.53
6e33ddb3,1477273.4
6e33ddb8,1493979.64
6e33ddbd,1358000.79
6e33ddc2,942786.4
6e33ddc4,1365626.0
6e33ddc7,1454792.11
6e33ddca,1416447.01
6e33ddce,1420144.56
6e33ddd0,892997.19
6e33ddd5,1531319.77
6e33ddda,1078415.69
6e33dddc,1337309.89
6e33ddde,1484937.88
6e33dde1,1237123.33
6e33dde7,1312306.2
6e33ddea,1537418.21
6e33ddf0,1095515.09
6e33ddf6,1416220.5
6e33ddf9,930052.84
6e33ddfc,1318006.32
6e33de00,1365259.97
6e33de02,980498.73
6e33de04,1230370.33
6e33de0a,1285484.38
6e33de0e,1481046.85
6e33de10,1200185.48
6e33de16,1370142.26
6e33de18,1245248.07
6e33de1d,1332014.59
6e33de22,1152337.93
6e33de24,1451953.3
6e33de2a,1374577.24
6e33de2f,1469709.66
6e33de35,1416224.21
6e33de3a,1382340.13
6e33de3e,1450330.51
6e33de42,1476818.26
6e33de47,1152153.43
6e33de4b,1634319.9
6e33de4e,1404454.0
6e33de54,859489.74
6e33de56,1588647.54
6e33de58,1019002.93
6e33de5a,1305297.03
6e33de5c,938360.67
6e33de61,1546108.81
6e33de65,1422143.51
6e33de6a,1208612.85
6e33de6e,1300660.96
6e33de70,1330684.94
6e33de76,1371238.19
6e33de7b,936725.85
6e33de80,1534297.52
6e33de85,1418707.48
6e33de88,1021699.43
6e33de8e,1400285.57
6e33de91,1465483.5
6e33de95,1223627.33
6e33de97,1441363.11
6e33de9b,1523186.71
6e33dea1,1329893.14
6e33dea5,1148640.64
6e33dea8,1001366.08
6e33deaa,1208712.53
6e33dead,1154378.32
6e33deb3,1411449.82
6e33deb9,1117043.16
6e33debd,1448070.67
6e33dec1,1093620.11
6e33dec4,1556524.08
6e33dec9,1207314.03
6e33decc,1516483.57
6e33ded2,1410249.23
6e33ded7,1509570.94
6e33dedb,1284061.36
6e33dede,1535832.59
6e33dee2,1354924.4
6e33dee6,1123845.31
6e33deec,1339128.69
6e33def0,1434134.64
6e33def6,912580.89
6e33def8,1339465.34
6e33defc,1328332.09
6e33df02,1433148.32
6e33df04,1426521.48
6e33df07,1355832.41
6e33df0c,1242928.42
6e33df0f,1428591.37
6e33df14,1560603.14
6e33df19,1292798.99
6e33df1f,1280774.47
6e33df25,1426313.06
6e33df29,1242610.46
6e33df2e,1348677.7
6e33df33,1474999.24
6e33df35,1157894.31
6e33df39,1258622.55
6e33df3d,788934.88
6e33df41,1466871.56
6e33df45,959507.59
6e33df4a,1368935.08
6e33df4e,1433489.35
6e33df54,1356654.08
6e33df58,1166387.35
6e33df5c,912037.1
6e33df62,1306035.73
6e33df64,1503711.63
6e33df68,1299977.32
6e33df6d,1187850.98
6e33df72,1390615.32
6e33df77,1168225.85
6e33df7a,1132633.06
6e33df7e,1146091.36
6e33df82,1519067.44
6e33df85,1301895.33
6e33df88,1273272.15
6e33df8c,1510283.25
6e33df92,1261379.68
6e33df94,1235005.59
6e33df99,1392144.52
6e33df9c,1353155.13
6e33df9e,1463288.67
6e33dfa4,1211010.37
6e33dfa6,1243662.3
6e33dfab,1346436.31
6e33dfae,1471238.71
6e33dfb2,1316880.92
6e33dfb6,1482758.33
6e33dfb8,1444375.29
6e33dfba,1176025.04
6e33dfbc,1385870.65
6e33dfbe,1469952.45
6e33dfc4,1341155.9
6e33dfc9,1456569.07
6e33dfcc,832219.11
6e33dfd2,1277112.56
6e33dfd4,1481611.13
6e33dfd7,1329599.73
6e33dfdd,1158922.86
6e33dfe1,1252426.84
6e33dfe3,1070878.21
6e33dfe6,1561337.71
6e33dfeb,1297561.87
6e33dfee,932225.06
6e33dff4,980846.75
6e33dffa,1226883.79
6e33e000,1391117.49
6e33e004,1291255.06
6e33e008,887614.37
6e33e00a,1156625.2
6e33e00f,1208612.39
6e33e014,1367477.79
6e33e019,1445640.27
6e33e01d,1323555.77
6e33e01f,1400539.37
6e33e023,1388611.34
6e33e027,1262306.81
6e33e02a,1305533.63
6e33e02c,1197186.63
6e33e032,1487272.96
6e33e034,1048974.9
6e33e038,1429734.12
6e33e03c,1464373.23
6e33e041,1212660.32
6e33e044,1483565.51
6e33e047,1165650.77
6e33e049,1561049.83
6e33e04c,1332668.91
6e33e04e,1286489.23
6e33e054,982188.27
6e33e057,1354782.06
6e33e05a,1462604.82
6e33e060,1288671.46
6e33e065,1200670.23
6e33e06a,1101680.78
6e33e06c,1441909.81
6e33e071,1553677.23
6e33e075,1436150.54
6e33e07a,1066441.57
6e33e07c,1198147.61
6e33e082,1191102.98
6e33e088,1438382.6
6e33e08d,1474424.63
6e33e093,1500292.72
6e33e097,1121809.67
6e33e09d,1261871.03
6e33e09f,1170299.98
6e33e0a4,1421817.66
6e33e0a9,1216139.95
6e33e0ad,890931.78
6e33e0af,1353086.21
6e33e0b2,1115456.98
6e33e0b6,1446048.38
6e33e0ba,972910.49
6e33e0bf,1284875.66
6e33e0c1,1243549.77
6e33e0c4,1230621.04
6e33e0c8,1128692.99
6e33e0cc,1512464.99
6e33e0d0,1358822.93
6e33e0d2,1335614.69
6e33e0d7,1409937.93
6e33e0dd,1336284.39
6e33e0e1,1583220.39
6e33e0e7,1285568.1
6e33e0ec,947610.8
6e33e0f0,1276156.78
6e33e0f6,1477207.03
6e33e0fb,1466784.78
6e33e0fd,1233167.01
6e33e100,931841.7
6e33e103,1060097.32
6e33e107,1268517.62
6e33e10b,1148820.61
6e33e10e,1373171.48
6e33e112,1335274.84
6e33e118,1414579.15
6e33e11b,1317432.27
6e33e121,1486345.06
