ID,TIMESTAMP,STARTING_LATITUDE,STARTING_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,VEHICLE_TYPE,TOTAL_LUGGAGE_WEIGHT,WAIT_TIME,TRAFFIC_STUCK_TIME,DISTANCE,FARE,MONTH,DAY,YEAR,TIME,TIME_AM,weekday,bus,taxi,cooling,public,city,mean_lat,mean_long
12,1482541649.0,25.264279000000002,83.01236999999999,25.382989000000002,83.017661,0,-1.0,-1.0,33,23,50.4,12,24,2016,0637,0,5,1,0,0,1,3,25.5,83.0
13,1468025326.0,12.911021,80.254439,12.936834,80.236087,5,-1.0,-1.0,24,14,34.62,7,9,2016,0618,0,5,1,0,0,1,0,13.0,80.5
14,1454266977.0,19.11927,72.87814300000001,19.031962,72.84599200000001,3,-1.0,-1.0,46,27,40.69,2,1,2016,0032,0,0,0,0,0,1,2,19.5,72.5
15,1425484435.0,22.735616,88.40356700000001,22.547498,88.413105,0,-1.0,-1.0,57,37,43.29,3,4,2015,2123,1,2,1,0,0,1,4,22.5,88.5
16,1430501671.0,28.599383000000003,77.104063,28.751321,77.107824,3,-1.0,-1.0,5,44,68.19,5,1,2015,2304,1,4,0,0,0,1,5,28.5,77.0
17,1430221981.0,12.929617,80.15539,12.929617,80.15539,5,-1.0,-1.0,24,28,37.36,4,28,2015,1723,1,1,1,0,0,1,0,13.0,80.5
18,1454383193.0,13.021446000000001,80.25595200000001,12.952216,80.154032,3,-1.0,-1.0,34,36,31.38,2,2,2016,0849,0,1,0,0,0,1,0,13.0,80.5
19,1462505161.0,25.374418,82.981756,25.319884,83.020486,6,-1.0,-1.0,50,26,548.3,5,6,2016,0856,0,4,0,1,0,0,3,25.5,83.0
20,1444891828.0,13.160542999999999,80.23701700000001,12.922763,80.226263,2,5.0,3.0,13,40,388.63,10,15,2015,1220,1,3,0,0,1,0,0,13.0,80.5
21,1455471487.0,19.122025,72.852804,19.11034,72.861011,4,-1.0,-1.0,20,14,62.35,2,14,2016,2308,1,6,1,0,1,0,2,19.5,72.5
22,1442987711.0,12.939878,77.490222,13.098716,77.603401,3,-1.0,-1.0,51,36,32.5,9,23,2015,1125,0,2,0,0,0,1,1,13.0,77.5
23,1479709476.0,13.145086,80.240101,12.929459,80.15383800000001,2,6.0,17.0,5,30,300.81,11,21,2016,1154,0,0,0,0,1,0,0,13.0,80.5
24,1434579957.0,22.665667000000003,88.429562,22.603645999999998,88.381764,4,-1.0,-1.0,5,22,61.82,6,18,2015,0355,0,3,1,0,1,0,4,22.5,88.5
25,1431682932.0,25.289699,82.97375100000001,25.314504,82.96587099999999,6,-1.0,-1.0,61,37,555.5,5,15,2015,1512,1,4,0,1,0,0,3,25.5,83.0
26,1459933212.0,22.563403,88.401179,22.681291,88.442293,3,-1.0,-1.0,12,34,36.33,4,6,2016,1430,1,2,0,0,0,1,4,22.5,88.5
28,1467023610.0,13.030526,80.246843,12.922119,80.240786,5,-1.0,-1.0,58,37,44.69,6,27,2016,1603,1,0,1,0,0,1,0,13.0,80.5
29,1449529442.0,12.920335000000001,77.52864100000001,13.120776999999999,77.527215,6,-1.0,-1.0,59,34,380.32,12,8,2015,0434,0,1,0,1,0,0,1,13.0,77.5
30,1467812085.0,12.856581,77.716619,12.883099000000001,77.508599,0,-1.0,-1.0,31,32,32.53,7,6,2016,1904,1,2,1,0,0,1,1,13.0,77.5
31,1426075743.0,12.84378,77.573894,12.998128999999999,77.516561,3,-1.0,-1.0,76,45,35.97,3,11,2015,1739,1,2,0,0,0,1,1,13.0,77.5
32,1480552649.0,19.084173,72.858639,19.247523,72.88215500000001,2,4.0,11.0,14,21,379.46,12,1,2016,0607,0,3,0,0,1,0,2,19.5,72.5
33,1425994294.0,19.190526000000002,72.85870899999999,19.190526000000002,72.85870899999999,6,-1.0,-1.0,5,22,234.67,3,10,2015,1901,1,1,0,1,0,0,2,19.5,72.5
34,1431301882.0,12.947557000000002,80.210826,12.907686,80.197314,0,-1.0,-1.0,46,46,25.61,5,11,2015,0521,0,0,1,0,0,1,0,13.0,80.5
35,1465661265.0,25.317689,82.98026899999999,25.368657000000002,82.983328,4,-1.0,-1.0,35,24,73.77,6,11,2016,2137,1,5,1,0,1,0,3,25.5,83.0
36,1478601696.0,13.024097,77.6738,12.948687,77.54551,6,-1.0,-1.0,3,34,254.7,11,8,2016,1611,1,1,0,1,0,0,1,13.0,77.5
37,1424190391.0,28.668188,77.14727099999999,28.642953000000002,77.125975,1,14.0,19.0,74,44,1266.86,2,17,2015,2156,1,1,0,0,1,0,5,28.5,77.0
38,1476248369.0,25.274459,83.022992,25.365709,82.9996,1,14.0,18.0,25,13,350.32,10,12,2016,1029,0,2,0,0,1,0,3,25.5,83.0
39,1432171214.0,28.720435,77.10996,28.625564,77.061313,1,30.0,15.0,14,39,1073.65,5,21,2015,0650,0,3,0,0,1,0,5,28.5,77.0
40,1450810508.0,13.048264,80.221814,13.048264,80.221814,4,-1.0,-1.0,11,28,39.79,12,23,2015,0025,0,2,1,0,1,0,0,13.0,80.5
41,1461414775.0,22.449954,88.400716,22.727367,88.417781,0,-1.0,-1.0,46,48,32.74,4,23,2016,1802,1,5,1,0,0,1,4,22.5,88.5
42,1463294302.0,25.345032,83.014762,25.347985,83.002762,6,-1.0,-1.0,0,9,117.78,5,15,2016,1208,1,6,0,1,0,0,3,25.5,83.0
43,1472250601.0,22.701131,88.42877299999999,22.647745999999998,88.39522,1,5.0,11.0,29,42,693.29,8,27,2016,0400,0,5,0,0,1,0,4,22.5,88.5
44,1475995368.0,28.635645,77.008438,28.651532,77.138757,2,2.0,5.0,46,26,559.93,10,9,2016,1212,1,6,0,0,1,0,5,28.5,77.0
45,1480597985.0,28.720699,77.105837,28.585494,77.00355400000001,6,-1.0,-1.0,86,44,793.74,12,1,2016,1843,1,3,0,1,0,0,5,28.5,77.0
46,1478537059.0,22.633398,88.39835500000001,22.665546,88.387636,6,-1.0,-1.0,30,18,205.86,11,7,2016,2214,1,0,0,1,0,0,4,22.5,88.5
48,1476037984.0,22.615605,88.424973,22.483563,88.41099799999999,0,-1.0,-1.0,34,33,38.54,10,10,2016,0003,0,0,1,0,0,1,4,22.5,88.5
49,1447440333.0,22.459848,88.443534,22.666339,88.429451,2,6.0,16.0,53,47,659.89,11,14,2015,0015,0,5,0,0,1,0,4,22.5,88.5
50,1456537616.0,12.922697,77.533361,13.061858,77.473477,0,-1.0,-1.0,17,31,30.94,2,27,2016,0716,0,5,1,0,0,1,1,13.0,77.5
51,1482232100.0,13.123022,77.52105300000001,12.914753,77.588539,0,-1.0,-1.0,28,33,32.61,12,20,2016,1638,1,1,1,0,0,1,1,13.0,77.5
52,1456640438.0,19.13215,72.856765,19.172549,72.846805,2,16.0,13.0,36,47,794.2,2,28,2016,1150,0,6,0,0,1,0,2,19.5,72.5
53,1451663542.0,19.216564,72.837939,19.040298999999997,72.846485,4,-1.0,-1.0,4,23,58.1,1,1,2016,2122,1,4,1,0,1,0,2,19.5,72.5
54,1451273121.0,12.86426,77.628016,12.901257000000001,77.645988,5,-1.0,-1.0,19,28,38.79,12,28,2015,0855,0,0,1,0,0,1,1,13.0,77.5
55,1423029470.0,28.570586,77.188059,28.589722,77.105328,1,30.0,11.0,13,10,264.77,2,4,2015,1127,0,2,0,0,1,0,5,28.5,77.0
56,1445265280.0,28.712217,77.025918,28.710697999999997,77.013187,1,27.0,8.0,16,15,382.03,10,19,2015,2004,1,0,0,0,1,0,5,28.5,77.0
57,1468794653.0,19.173529000000002,72.842146,19.183926,72.86626700000001,6,-1.0,-1.0,7,19,292.04,7,18,2016,0400,0,0,0,1,0,0,2,19.5,72.5
58,1451236109.0,28.707572,77.102641,28.685909000000002,77.12573499999999,6,-1.0,-1.0,1,43,1105.4,12,27,2015,2238,1,6,0,1,0,0,5,28.5,77.0
59,1461159467.0,19.249408,72.847854,19.097051,72.838326,3,-1.0,-1.0,82,44,55.97,4,20,2016,1907,1,2,0,0,0,1,2,19.5,72.5
60,1459722740.0,28.756203999999997,76.986641,28.667895,77.012385,4,-1.0,-1.0,73,37,99.36,4,4,2016,0402,0,0,1,0,1,0,5,28.5,77.0
61,1432638935.0,28.667553,77.138289,28.613685999999998,76.963923,2,24.0,10.0,6,44,893.64,5,26,2015,1645,1,1,0,0,1,0,5,28.5,77.0
62,1436337353.0,28.765303999999997,77.15729,28.693388,77.22883,5,-1.0,-1.0,84,45,67.75,7,8,2015,1205,1,2,1,0,0,1,5,28.5,77.0
63,1459074325.0,28.61845,77.11117,28.663471,77.11178699999999,3,-1.0,-1.0,6,29,52.09,3,27,2016,1555,1,6,0,0,0,1,5,28.5,77.0
64,1475637158.0,13.114415,80.219123,13.088734,80.158877,0,-1.0,-1.0,3,14,25.11,10,5,2016,0842,0,2,1,0,0,1,0,13.0,80.5
65,1444545523.0,13.137891,80.157028,12.969130999999999,80.23610500000001,5,-1.0,-1.0,25,23,32.64,10,11,2015,1208,1,6,1,0,0,1,0,13.0,80.5
66,1452337616.0,12.90434,80.136509,12.922483999999999,80.23105699999999,3,-1.0,-1.0,51,47,1557.0,1,9,2016,1636,1,5,0,0,0,1,0,13.0,80.5
67,1462699400.0,13.197332000000001,80.15991600000001,12.973684,80.20449599999999,6,-1.0,-1.0,16,32,232.9,5,8,2016,1453,1,6,0,1,0,0,0,13.0,80.5
68,1431148187.0,28.585628000000003,76.98818299999999,28.751625,76.969769,3,-1.0,-1.0,55,42,66.54,5,9,2015,1039,0,5,0,0,0,1,5,28.5,77.0
69,1449087543.0,13.097314,77.606524,13.111082999999999,77.559423,4,-1.0,-1.0,9,15,41.51,12,3,2015,0149,0,3,1,0,1,0,1,13.0,77.5
70,1446994992.0,19.251635999999998,72.84184499999999,19.248488000000002,72.860006,0,-1.0,-1.0,23,33,51.37,11,8,2015,2033,1,6,1,0,0,1,2,19.5,72.5
71,1421923546.0,28.602371999999995,77.15630300000001,28.661465000000003,77.17152800000001,6,-1.0,-1.0,76,42,772.61,1,22,2015,1615,1,3,0,1,0,0,5,28.5,77.0
72,1464118678.0,25.345617999999998,82.999711,25.345617999999998,82.999711,4,-1.0,-1.0,14,15,80.0,5,25,2016,0107,0,2,1,0,1,0,3,25.5,83.0
73,1469397204.0,28.669479,77.127042,28.673174,77.039582,2,24.0,0.0,15,35,799.42,7,25,2016,0323,0,0,0,0,1,0,5,28.5,77.0
74,1479964409.0,25.325342000000003,82.981287,25.367014,82.989492,0,-1.0,-1.0,9,13,49.68,11,24,2016,1043,0,3,1,0,0,1,3,25.5,83.0
75,1439698893.0,13.120844,77.606234,13.023501,77.65894300000001,2,4.0,9.0,10,26,276.18,8,16,2015,0951,0,6,0,0,1,0,1,13.0,77.5
76,1427983422.0,25.35475,83.022473,25.272242000000002,83.021974,5,-1.0,-1.0,24,28,79.55,4,2,2015,1933,1,3,1,0,0,1,3,25.5,83.0
77,1424521932.0,28.626766999999997,77.146641,28.762884999999997,76.979077,3,-1.0,-1.0,46,24,45.03,2,21,2015,1802,1,5,0,0,0,1,5,28.5,77.0
78,1440734887.0,28.561383000000003,77.143035,28.686776000000002,77.067998,3,-1.0,-1.0,32,36,62.62,8,28,2015,0938,0,4,0,0,0,1,5,28.5,77.0
79,1455281203.0,13.06345,80.20581999999999,12.935725,80.18955,2,24.0,5.0,37,23,235.32,2,12,2016,1816,1,4,0,0,1,0,0,13.0,80.5
80,1456901913.0,13.051366999999999,77.48063499999999,12.97166,77.536778,1,12.0,7.0,89,45,601.01,3,2,2016,1228,1,2,0,0,1,0,1,13.0,77.5
81,1435943464.0,12.892599,80.2263,13.058523,80.164164,2,21.0,17.0,33,22,246.68,7,3,2015,2241,1,4,0,0,1,0,0,13.0,80.5
82,1425916188.0,13.123751,80.136716,12.924694,80.140283,3,-1.0,-1.0,11,47,34.57,3,9,2015,2119,1,0,0,0,0,1,0,13.0,80.5
83,1472266826.0,28.556494,77.178712,28.626497999999998,77.160081,3,-1.0,-1.0,30,18,37.83,8,27,2016,0830,0,5,0,0,0,1,5,28.5,77.0
84,1481253765.0,19.224596,72.879763,19.060203,72.84666700000001,5,-1.0,-1.0,26,27,60.15,12,9,2016,0852,0,4,1,0,0,1,2,19.5,72.5
85,1452710313.0,28.750577000000003,77.102801,28.587783,77.134451,2,28.0,5.0,68,36,860.52,1,14,2016,0008,0,3,0,0,1,0,5,28.5,77.0
86,1429686703.0,22.604596,88.42410100000001,22.64047,88.399836,6,-1.0,-1.0,1,27,241.7,4,22,2015,1241,1,2,0,1,0,0,4,22.5,88.5
87,1434181969.0,12.985478,80.137096,13.112369000000001,80.24855,5,-1.0,-1.0,34,6,34.65,6,13,2015,1322,1,5,1,0,0,1,0,13.0,80.5
88,1455207384.0,22.465964000000003,88.442631,22.585917000000002,88.445008,3,-1.0,-1.0,17,22,27.0,2,11,2016,2146,1,3,0,0,0,1,4,22.5,88.5
89,1420324726.0,12.996879,77.6197,12.907592,77.620672,1,17.0,15.0,33,36,518.33,1,4,2015,0408,0,6,0,0,1,0,1,13.0,77.5
90,1448277694.0,19.145286,72.854099,19.216689000000002,72.850224,3,-1.0,-1.0,23,38,54.23,11,23,2015,1651,1,0,0,0,0,1,2,19.5,72.5
91,1479856962.0,12.848592,77.525346,12.953333,77.563252,1,28.0,2.0,20,22,303.37,11,23,2016,0452,0,2,0,0,1,0,1,13.0,77.5
92,1467621301.0,12.889722,80.194128,12.890263000000001,80.138856,6,-1.0,-1.0,18,10,64.96,7,4,2016,1405,1,0,0,1,0,0,0,13.0,80.5
93,1461565740.0,13.051179,77.66144399999999,13.003007,77.671307,6,-1.0,-1.0,12,8,54.09,4,25,2016,1159,0,0,0,1,0,0,1,13.0,77.5
94,1440061147.0,12.968454,77.69366600000001,12.933288000000001,77.542771,1,27.0,1.0,77,44,562.99,8,20,2015,1429,1,3,0,0,1,0,1,13.0,77.5
95,1439823508.0,25.260731,82.980085,25.310568,82.99225799999999,5,-1.0,-1.0,11,40,61.18,8,17,2015,2028,1,0,1,0,0,1,3,25.5,83.0
96,1478736103.0,22.608766,88.43673000000001,22.698069,88.447473,6,-1.0,-1.0,37,43,658.96,11,10,2016,0531,0,3,0,1,0,0,4,22.5,88.5
97,1428592346.0,13.041271,77.60261700000001,12.96032,77.492926,4,-1.0,-1.0,43,40,36.15,4,9,2015,2042,1,3,1,0,1,0,1,13.0,77.5
98,1421227878.0,22.494970000000002,88.403386,22.450916,88.425849,3,-1.0,-1.0,1,7,12.15,1,14,2015,1501,1,2,0,0,0,1,4,22.5,88.5
99,1437523304.0,22.578001,88.38825899999999,22.580820000000003,88.442044,2,9.0,9.0,11,8,116.12,7,22,2015,0531,0,2,0,0,1,0,4,22.5,88.5
100,1441793775.0,19.114779000000002,72.86310999999999,19.24877,72.87219300000001,2,12.0,3.0,53,28,494.25,9,9,2015,1546,1,2,0,0,1,0,2,19.5,72.5
101,1426882827.0,28.610182000000002,77.21544300000001,28.684240000000003,77.064702,3,-1.0,-1.0,32,31,56.62,3,21,2015,0150,0,5,0,0,0,1,5,28.5,77.0
102,1475079766.0,28.688526,77.185606,28.760137,77.209478,6,-1.0,-1.0,29,17,317.01,9,28,2016,2152,1,2,0,1,0,0,5,28.5,77.0
103,1450264764.0,19.031786999999998,72.868538,19.075518,72.867582,6,-1.0,-1.0,23,12,127.51,12,16,2015,1649,1,2,0,1,0,0,2,19.5,72.5
104,1474686300.0,28.746499,77.232386,28.646227000000003,77.230174,0,-1.0,-1.0,18,27,56.91,9,24,2016,0835,0,5,1,0,0,1,5,28.5,77.0
105,1468531561.0,19.03397,72.864039,19.157003,72.86896800000001,0,-1.0,-1.0,7,22,60.29,7,15,2016,0256,0,4,1,0,0,1,2,19.5,72.5
106,1462261230.0,22.58814,88.406704,22.529147000000002,88.392728,2,14.0,18.0,72,41,522.33,5,3,2016,1310,1,1,0,0,1,0,4,22.5,88.5
107,1450049984.0,28.736503000000003,77.044916,28.595806,77.233558,3,-1.0,-1.0,73,46,71.24,12,14,2015,0509,0,0,0,0,0,1,5,28.5,77.0
108,1434361415.0,22.713373999999998,88.425795,22.595428,88.40844799999999,5,-1.0,-1.0,1,17,47.78,6,15,2015,1513,1,0,1,0,0,1,4,22.5,88.5
109,1444154229.0,25.340457,82.97359399999999,25.340175,83.024325,1,25.0,17.0,12,9,262.43,10,6,2015,2327,1,1,0,0,1,0,3,25.5,83.0
110,1446900903.0,28.621644,77.110066,28.621644,77.110066,0,-1.0,-1.0,1,22,74.45,11,7,2015,1825,1,5,1,0,0,1,5,28.5,77.0
111,1451641454.0,28.684259,77.188422,28.56448,77.141502,4,-1.0,-1.0,26,42,74.76,1,1,2016,1514,1,4,1,0,1,0,5,28.5,77.0
112,1460517485.0,22.473582999999998,88.39819200000001,22.714166,88.42496700000001,0,-1.0,-1.0,52,36,42.29,4,13,2016,0848,0,2,1,0,0,1,4,22.5,88.5
113,1432381044.0,25.323643,82.97761899999999,25.361565,82.967474,5,-1.0,-1.0,8,7,48.01,5,23,2015,1707,1,5,1,0,0,1,3,25.5,83.0
114,1478919674.0,28.565679,77.028486,28.685057,77.04865500000001,1,10.0,18.0,62,45,1244.21,11,12,2016,0831,0,5,0,0,1,0,5,28.5,77.0
115,1460873029.0,28.666365999999996,76.965035,28.686852000000002,77.147087,3,-1.0,-1.0,62,34,59.9,4,17,2016,1133,0,6,0,0,0,1,5,28.5,77.0
116,1458591906.0,19.058744,72.843285,19.021739,72.876552,0,-1.0,-1.0,19,20,55.06,3,22,2016,0155,0,1,1,0,0,1,2,19.5,72.5
117,1426301991.0,13.115020000000001,80.13340600000001,13.039254,80.203263,0,-1.0,-1.0,10,45,25.02,3,14,2015,0829,0,5,1,0,0,1,0,13.0,80.5
118,1429138201.0,25.315453,83.01834699999999,25.315453,83.01834699999999,1,15.0,3.0,26,40,1084.6,4,16,2015,0420,0,3,0,0,1,0,3,25.5,83.0
119,1430231303.0,28.637876000000002,77.165931,28.697465,77.052442,3,-1.0,-1.0,43,42,67.62,4,28,2015,1958,1,1,0,0,0,1,5,28.5,77.0
120,1430500645.0,28.601072,77.198662,28.559008000000002,77.037741,5,-1.0,-1.0,75,40,63.38,5,1,2015,2247,1,4,1,0,0,1,5,28.5,77.0
121,1448181216.0,12.928797,80.200878,13.195375,80.207048,4,-1.0,-1.0,34,37,47.84,11,22,2015,1403,1,6,1,0,1,0,0,13.0,80.5
122,1426657929.0,12.912030999999999,77.65162099999999,13.04352,77.476106,1,14.0,9.0,41,34,429.85,3,18,2015,1122,0,2,0,0,1,0,1,13.0,77.5
123,1478413741.0,13.027266000000001,77.710621,13.097619,77.554475,3,-1.0,-1.0,41,23,21.82,11,6,2016,1159,0,6,0,0,0,1,1,13.0,77.5
124,1440460330.0,13.088858,80.164511,12.99192,80.223011,2,30.0,11.0,18,17,189.3,8,25,2015,0522,0,1,0,0,1,0,0,13.0,80.5
125,1428351510.0,28.661934000000002,76.97018100000001,28.698232,77.194118,5,-1.0,-1.0,6,36,92.37,4,7,2015,0148,0,1,1,0,0,1,5,28.5,77.0
126,1475532597.0,22.492795,88.403634,22.613873,88.403715,3,-1.0,-1.0,51,43,40.09,10,4,2016,0339,0,1,0,0,0,1,4,22.5,88.5
127,1449099055.0,28.748755,77.204318,28.591909,77.033594,6,-1.0,-1.0,66,37,800.83,12,3,2015,0500,0,3,0,1,0,0,5,28.5,77.0
128,1453530853.0,22.511060999999998,88.401404,22.525995,88.41462299999999,4,-1.0,-1.0,13,14,46.91,1,23,2016,1204,1,5,1,0,1,0,4,22.5,88.5
129,1458978140.0,19.242386,72.837774,19.098157,72.843255,4,-1.0,-1.0,10,47,62.4,3,26,2016,1312,1,5,1,0,1,0,2,19.5,72.5
130,1476530227.0,28.714806,76.992384,28.757651,77.10760400000001,0,-1.0,-1.0,12,31,61.6,10,15,2016,1647,1,5,1,0,0,1,5,28.5,77.0
131,1469436503.0,28.698666999999997,77.188248,28.741803000000004,77.203216,5,-1.0,-1.0,7,17,83.33,7,25,2016,1418,1,0,1,0,0,1,5,28.5,77.0
132,1471885159.0,13.194138,80.23806400000001,13.07109,80.178547,1,16.0,11.0,65,39,545.33,8,22,2016,2229,1,0,0,0,1,0,0,13.0,80.5
133,1433550699.0,22.618185999999998,88.43432299999999,22.61637,88.375584,0,-1.0,-1.0,22,26,31.89,6,6,2015,0601,0,5,1,0,0,1,4,22.5,88.5
134,1469050292.0,13.087326,80.18148599999999,13.046009,80.138683,6,-1.0,-1.0,9,40,511.18,7,21,2016,0301,0,3,0,1,0,0,0,13.0,80.5
135,1437034137.0,22.637591,88.410893,22.456688,88.40970899999999,3,-1.0,-1.0,17,48,44.34,7,16,2015,1338,1,3,0,0,0,1,4,22.5,88.5
136,1426621427.0,13.095309,77.70115200000001,12.993736,77.68459200000001,5,-1.0,-1.0,28,45,34.41,3,18,2015,0113,0,2,1,0,0,1,1,13.0,77.5
137,1455103655.0,25.32349,82.983391,25.30031,83.0058,0,-1.0,-1.0,22,26,54.04,2,10,2016,1657,1,2,1,0,0,1,3,25.5,83.0
138,1425269993.0,13.095156,77.603216,13.112764000000002,77.53808000000001,3,-1.0,-1.0,26,44,36.26,3,2,2015,0949,0,0,0,0,0,1,1,13.0,77.5
139,1462593171.0,25.373394,82.993481,25.260309,82.983069,0,-1.0,-1.0,30,31,61.97,5,7,2016,0922,0,5,1,0,0,1,3,25.5,83.0
140,1456649899.0,25.289969,82.968997,25.284599,83.013172,0,-1.0,-1.0,9,20,68.52,2,28,2016,1428,1,6,1,0,0,1,3,25.5,83.0
141,1467678626.0,22.712298999999998,88.381928,22.696979000000002,88.382255,3,-1.0,-1.0,67,39,41.47,7,5,2016,0600,0,1,0,0,0,1,4,22.5,88.5
142,1481848780.0,25.320979,83.003596,25.272717,82.982372,0,-1.0,-1.0,83,48,56.1,12,16,2016,0609,0,4,1,0,0,1,3,25.5,83.0
143,1433334897.0,13.08196,80.21130699999999,12.910953,80.23915600000001,5,-1.0,-1.0,8,26,34.72,6,3,2015,1804,1,2,1,0,0,1,0,13.0,80.5
144,1450464197.0,12.998643,80.211005,13.134654000000001,80.25533100000001,2,27.0,5.0,17,21,231.49,12,19,2015,0013,0,5,0,0,1,0,0,13.0,80.5
145,1424882085.0,25.353976,82.997844,25.294907000000002,83.000561,5,-1.0,-1.0,50,32,85.17,2,25,2015,2204,1,2,1,0,0,1,3,25.5,83.0
146,1475511313.0,12.934994,80.16331,13.062669,80.1626,6,-1.0,-1.0,4,29,294.12,10,3,2016,2145,1,0,0,1,0,0,0,13.0,80.5
147,1452465278.0,28.673731,77.157248,28.598558,77.198262,0,-1.0,-1.0,24,34,66.58,1,11,2016,0404,0,0,1,0,0,1,5,28.5,77.0
148,1466107445.0,19.129997,72.865587,19.219151999999998,72.849466,0,-1.0,-1.0,21,12,36.5,6,17,2016,0134,0,4,1,0,0,1,2,19.5,72.5
149,1449528458.0,22.555059,88.447037,22.456276000000003,88.39528299999999,2,30.0,2.0,48,27,390.76,12,8,2015,0417,0,1,0,0,1,0,4,22.5,88.5
150,1469074026.0,22.499595000000003,88.394662,22.492349,88.444732,3,-1.0,-1.0,4,15,19.58,7,21,2016,0937,0,3,0,0,0,1,4,22.5,88.5
151,1448691586.0,12.965461999999999,80.22355300000001,13.188107,80.15964,3,-1.0,-1.0,32,33,28.46,11,28,2015,1149,0,5,0,0,0,1,0,13.0,80.5
152,1462302599.0,25.379203,82.965664,25.335148999999998,82.98252,1,2.0,17.0,20,23,657.0,5,4,2016,0039,0,2,0,0,1,0,3,25.5,83.0
153,1453158419.0,22.546785999999997,88.44962,22.647365,88.41185300000001,0,-1.0,-1.0,61,37,42.88,1,19,2016,0436,0,1,1,0,0,1,4,22.5,88.5
154,1478111365.0,13.127032999999999,77.537826,12.911152000000001,77.51447900000001,3,-1.0,-1.0,9,30,27.81,11,2,2016,2359,1,2,0,0,0,1,1,13.0,77.5
155,1432797718.0,12.901603,80.198854,12.889965,80.163724,2,25.0,8.0,35,39,398.13,5,28,2015,1251,1,3,0,0,1,0,0,13.0,80.5
156,1433949316.0,13.103735,77.459484,13.026889,77.517778,2,10.0,3.0,28,33,344.69,6,10,2015,2045,1,2,0,0,1,0,1,13.0,77.5
157,1477536646.0,28.748991999999998,77.04611700000001,28.748991999999998,77.04611700000001,6,-1.0,-1.0,69,35,750.02,10,27,2016,0820,0,3,0,1,0,0,5,28.5,77.0
158,1431228955.0,22.521564,88.415865,22.477176,88.438511,6,-1.0,-1.0,16,28,246.24,5,10,2015,0905,0,6,0,1,0,0,4,22.5,88.5
159,1464031807.0,13.129121,80.21736700000001,13.171945000000001,80.175926,6,-1.0,-1.0,1,9,80.95,5,24,2016,0100,0,1,0,1,0,0,0,13.0,80.5
160,1464380520.0,19.033747,72.858272,19.025953,72.8596,3,-1.0,-1.0,22,59,25.33,5,28,2016,0152,0,5,0,0,0,1,2,19.5,72.5
161,1457951850.0,12.978746000000001,80.245936,13.023218,80.15993900000001,5,-1.0,-1.0,31,30,38.37,3,14,2016,1607,1,0,1,0,0,1,0,13.0,80.5
162,1467919451.0,19.131949,72.838865,19.185409,72.85054000000001,4,-1.0,-1.0,24,42,58.12,7,8,2016,0054,0,4,1,0,1,0,2,19.5,72.5
163,1459089422.0,12.873607000000002,77.59007199999999,12.907755,77.481891,6,-1.0,-1.0,7,22,804.0,3,27,2016,2007,1,6,0,1,0,0,1,13.0,77.5
164,1463130285.0,19.164314,72.85098599999999,19.115011,72.871586,4,-1.0,-1.0,21,29,69.36,5,13,2016,1434,1,4,1,0,1,0,2,19.5,72.5
