ID,TIMESTAMP,STARTING_LATITUDE,STARTING_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,VEHICLE_TYPE,TOTAL_LUGGAGE_WEIGHT,WAIT_TIME,TRAFFIC_STUCK_TIME,DISTANCE,FARE
86,2015-04-22 12:41:43,22.604596,88.424101,22.64047,88.399836,AUTO RICKSHAW,,,1,27,241.7
87,2015-06-13 13:22:49,12.985478,80.137096,13.112369,80.24855,Mini Bus,,,34,6,34.65
88,2016-02-11 21:46:24,22.465964,88.442631,22.585917,88.445008,metro,,,17,22,27.0
89,2015-01-04 04:08:46,12.996879,77.6197,12.907592,77.620672,Taxi AC,17.0,15.0,33,36,518.33
90,2015-11-23 16:51:34,19.145286,72.854099,19.216689,72.850224,metro,,,23,38,54.23
91,2016-11-23 04:52:42,12.848592,77.525346,12.953333,77.563252,taxi ac,28.0,2.0,20,22,303.37
92,2016-07-04 14:05:01,12.889722,80.194128,12.890263,80.138856,auto rickshaw,,,18,10,64.96
93,2016-04-25 11:59:00,13.051179,77.661444,13.003007,77.671307,auto rickshaw,,,12,8,54.09
94,2015-08-20 14:29:07,12.968454,77.693666,12.933288,77.542771,taxi ac,27.0,1.0,77,44,562.99
95,2015-08-17 20:28:28,25.260731,82.980085,25.310568,82.992258,Mini bus,,,11,40,61.18
96,2016-11-10 05:31:43,22.608766,88.43673,22.698069,88.447473,auto rickshaw,,,37,43,658.96
97,2015-04-09 20:42:26,13.041271,77.602617,12.96032,77.492926,AC Bus,,,43,40,36.15
98,2015-01-14 15:01:18,22.49497,88.403386,22.450916,88.425849,Metro,,,1,7,12.15
99,2015-07-22 05:31:44,22.578001,88.388259,22.58082,88.442044,taxi non Ac,9.0,9.0,11,8,116.12
100,2015-09-09 15:46:15,19.114779,72.86311,19.24877,72.872193,taxi Non Ac,12.0,3.0,53,28,494.25
101,2015-03-21 01:50:27,28.610182,77.215443,28.68424,77.064702,Metro,,,32,31,56.62
102,2016-09-28 21:52:46,28.688526,77.185606,28.760137,77.209478,auto rickshaw,,,29,17,317.01
103,2015-12-16 16:49:24,19.031787,72.868538,19.075518,72.867582,Auto rickshaw,,,23,12,127.51
104,2016-09-24 08:35:00,28.746499,77.232386,28.646227,77.230174,bus,,,18,27,56.91
105,2016-07-15 02:56:01,19.03397,72.864039,19.157003,72.868968,bus,,,7,22,60.29
106,2016-05-03 13:10:30,22.58814,88.406704,22.529147,88.392728,taxi Non Ac,14.0,18.0,72,41,522.33
107,2015-12-14 05:09:44,28.736503,77.044916,28.595806,77.233558,Metro,,,73,46,71.24
108,2015-06-15 15:13:35,22.713374,88.425795,22.595428,88.408448,Mini Bus,,,1,17,47.78
109,2015-10-06 23:27:09,25.340457,82.973594,25.340175,83.024325,Taxi AC,25.0,17.0,12,9,262.43
110,2015-11-07 18:25:03,,,28.621644,77.110066,Bus,,,1,22,74.45
111,2016-01-01 15:14:14,28.684259,77.188422,28.56448,77.141502,ac bus,,,26,42,74.76
112,2016-04-13 08:48:05,22.473583,88.398192,22.714166,88.424967,Bus,,,52,36,42.29
113,2015-05-23 17:07:24,25.323643,82.977619,25.361565,82.967474,Mini Bus,,,8,7,48.01
114,2016-11-12 08:31:14,28.565679,77.028486,28.685057,77.048655,taxi ac,10.0,18.0,62,45,1244.21
115,2016-04-17 11:33:49,28.666366,76.965035,28.686852,77.147087,Metro,,,62,34,59.9
116,2016-03-22 01:55:06,19.058744,72.843285,19.021739,72.876552,Bus,,,19,20,55.06
117,2015-03-14 08:29:51,13.11502,80.133406,13.039254,80.203263,Bus,,,10,45,25.02
118,2015-04-16 04:20:01,25.315453,83.018347,,,Taxi AC,15.0,3.0,26,40,1084.6
119,2015-04-28 19:58:23,28.637876,77.165931,28.697465,77.052442,Metro,,,43,42,67.62
120,2015-05-01 22:47:25,28.601072,77.198662,28.559008,77.037741,mini Bus,,,75,40,63.38
121,2015-11-22 14:03:36,12.928797,80.200878,13.195375,80.207048,Ac Bus,,,34,37,47.84
122,2015-03-18 11:22:09,12.912031,77.651621,13.04352,77.476106,taxi ac,14.0,9.0,41,34,429.85
123,2016-11-06 11:59:01,13.027266,77.710621,13.097619,77.554475,Metro,,,41,23,21.82
124,2015-08-25 05:22:10,13.088858,80.164511,12.99192,80.223011,taxi Non Ac,30.0,11.0,18,17,189.3
125,2015-04-07 01:48:30,28.661934,76.970181,28.698232,77.194118,Mini Bus,,,6,36,92.37
126,2016-10-04 03:39:57,22.492795,88.403634,22.613873,88.403715,Metro,,,51,43,40.09
127,2015-12-03 05:00:55,28.748755,77.204318,28.591909,77.033594,AUTO RICKSHAW,,,66,37,800.83
128,2016-01-23 12:04:13,22.511061,88.401404,22.525995,88.414623,AC bus,,,13,14,46.91
129,2016-03-26 13:12:20,19.242386,72.837774,19.098157,72.843255,ac bus,,,10,47,62.4
130,2016-10-15 16:47:07,28.714806,76.992384,28.757651,77.107604,Bus,,,12,31,61.6
131,2016-07-25 14:18:23,28.698667,77.188248,28.741803,77.203216,mini Bus,,,7,17,83.33
132,2016-08-22 22:29:19,13.194138,80.238064,13.07109,80.178547,taxi ac,16.0,11.0,65,39,545.33
133,2015-06-06 06:01:39,22.618186,88.434323,22.61637,88.375584,bus,,,22,26,31.89
134,2016-07-21 03:01:32,13.087326,80.181486,13.046009,80.138683,AUTO RICKSHAW,,,9,40,511.18
135,2015-07-16 13:38:57,22.637591,88.410893,22.456688,88.409709,Metro,,,17,48,44.34
136,2015-03-18 01:13:47,13.095309,77.701152,12.993736,77.684592,Mini Bus,,,28,45,34.41
137,2016-02-10 16:57:35,25.32349,82.983391,25.30031,83.0058,bus,,,22,26,54.04
138,2015-03-02 09:49:53,13.095156,77.603216,13.112764,77.53808,Metro,,,26,44,36.26
139,2016-05-07 09:22:51,25.373394,82.993481,25.260309,82.983069,Bus,,,30,31,61.97
140,2016-02-28 14:28:19,25.289969,82.968997,25.284599,83.013172,bus,,,9,20,68.52
141,2016-07-05 06:00:26,22.712299,88.381928,22.696979,88.382255,metro,,,67,39,41.47
142,2016-12-16 06:09:40,25.320979,83.003596,25.272717,82.982372,Bus,,,83,48,56.1
143,2015-06-03 18:04:57,13.08196,80.211307,12.910953,80.239156,Mini bus,,,8,26,34.72
144,2015-12-19 00:13:17,12.998643,80.211005,13.134654,80.255331,Taxi non ac,27.0,5.0,17,21,231.49
145,2015-02-25 22:04:45,25.353976,82.997844,25.294907,83.000561,mini Bus,,,50,32,85.17
146,2016-10-03 21:45:13,12.934994,80.16331,13.062669,80.1626,Auto rickshaw,,,4,29,294.12
147,2016-01-11 04:04:38,28.673731,77.157248,28.598558,77.198262,bus,,,24,34,66.58
148,2016-06-17 01:34:05,19.129997,72.865587,19.219152,72.849466,bus,,,21,12,36.5
149,2015-12-08 04:17:38,22.555059,88.447037,22.456276,88.395283,taxi Non Ac,30.0,2.0,48,27,390.76
150,2016-07-21 09:37:06,22.499595,88.394662,22.492349,88.444732,metro,,,4,15,19.58
151,2015-11-28 11:49:46,12.965462,80.223553,13.188107,80.15964,metro,,,32,33,28.46
152,2016-05-04 00:39:59,25.379203,82.965664,25.335149,82.98252,Taxi AC,2.0,17.0,20,23,657.0
153,2016-01-19 04:36:59,22.546786,88.44962,22.647365,88.411853,Bus,,,61,37,42.88
154,2016-11-02 23:59:25,13.127033,77.537826,12.911152,77.514479,metro,,,9,30,27.81
155,2015-05-28 12:51:58,12.901603,80.198854,12.889965,80.163724,taxi non ac,25.0,8.0,35,39,398.13
156,2015-06-10 20:45:16,13.103735,77.459484,13.026889,77.517778,taxi Non Ac,10.0,3.0,28,33,344.69
157,2016-10-27 08:20:46,,,28.748992,77.046117,auto rickshaw,,,69,35,750.02
158,2015-05-10 09:05:55,22.521564,88.415865,22.477176,88.438511,Auto Rickshaw,,,16,28,246.24
159,2016-05-24 01:00:07,13.129121,80.217367,13.171945,80.175926,Auto rickshaw,,,1,9,80.95
160,2016-05-28 01:52:00,19.033747,72.858272,19.025953,72.8596,Metro,,,22,59,25.33
161,2016-03-14 16:07:30,12.978746,80.245936,13.023218,80.159939,Mini Bus,,,31,30,38.37
162,2016-07-08 00:54:11,19.131949,72.838865,19.185409,72.85054,ac bus,,,24,42,58.12
163,2016-03-27 20:07:02,12.873607,77.590072,12.907755,77.481891,Auto Rickshaw,,,7,22,804.0
164,2016-05-13 14:34:45,19.164314,72.850986,19.115011,72.871586,Ac Bus,,,21,29,69.36
165,2015-05-10 08:17:10,22.514474,88.37677,22.665825,88.376184,ac bus,,,14,43,44.58
166,2015-08-04 18:28:54,19.082338,72.859764,19.116899,72.837393,mini Bus,,,0,31,66.37
167,2016-03-16 09:04:37,13.134798,80.148476,12.922469,80.231278,Auto rickshaw,,,21,28,201.37
168,2016-09-08 19:24:37,19.015909,72.861227,19.174324,72.852602,AUTO RICKSHAW,,,75,42,626.14
169,2016-05-04 01:36:40,28.598113,77.154425,28.567571,77.232587,Taxi AC,13.0,15.0,47,24,690.56
170,2016-01-22 09:41:23,19.117628,72.839921,19.02028,72.869168,Mini bus,,,1,34,72.38
171,2015-04-10 07:15:14,13.085943,77.706965,12.956721,77.651822,Ac Bus,,,46,29,43.83
172,2015-10-28 09:45:00,19.016149,72.882133,19.210157,72.854075,Metro,,,21,25,36.84
173,2015-09-15 14:51:41,13.021845,80.147572,13.129536,80.202085,taxi ac,30.0,5.0,51,37,461.08
174,2015-06-08 19:17:45,13.128316,80.216653,13.037799,80.158213,Taxi AC,1.0,3.0,13,13,153.53
175,2016-08-14 16:07:46,25.321669,82.962962,25.288376,83.018231,taxi ac,12.0,6.0,16,28,687.4
176,2015-04-11 05:25:28,19.056286,72.837758,19.019129,72.836134,AC Bus,,,1,26,63.03
177,2016-09-17 00:09:28,28.658802,77.224563,28.560783,77.128099,bus,,,21,30,1030.0
178,2015-12-18 13:19:55,,,,,AC bus,,,7,11,66.67
179,2016-07-09 07:23:10,28.758215,77.098446,28.557441,77.026311,Auto rickshaw,,,25,46,1186.2
180,2015-07-03 11:56:30,22.70922,88.389524,22.659872,88.413655,taxi ac,16.0,18.0,2,48,684.52
181,2016-05-11 23:49:25,19.058896,72.862271,19.189994,72.86227,Ac Bus,,,18,35,75.75
182,2016-06-26 10:22:00,13.081698,77.660469,12.857097,77.585042,Taxi AC,9.0,15.0,91,48,655.87
183,2016-12-11 16:04:49,12.91109,80.252884,13.157626,80.247093,Bus,,,32,29,28.67
184,2015-03-08 02:47:12,25.273796,82.98025,25.313375,83.013286,AC Bus,,,12,10,63.07
185,2016-10-26 07:29:47,19.154957,72.877238,19.058366,72.87297,Metro,,,23,12,23.13
186,2015-02-15 07:09:31,22.705156,88.390217,22.622013,88.383558,Metro,,,70,39,40.25
187,2015-09-14 20:21:45,13.089197,80.161741,13.018411,80.226483,taxi ac,15.0,6.0,4,24,284.84
188,2015-11-08 14:35:15,12.965697,77.688456,12.951796,77.688531,Bus,,,41,23,24.73
189,2016-10-09 17:14:52,22.539993,88.435349,22.696963,88.44559,Metro,,,22,48,44.13
190,2015-07-13 16:12:41,19.125768,72.843657,19.227356,72.857288,taxi ac,29.0,14.0,4,24,474.26
191,2016-09-16 11:45:27,22.51332,88.433067,22.668779,88.444025,AC bus,,,34,36,58.38
192,2015-03-07 21:26:45,22.622518,88.40388,22.730565,88.394999,AC bus,,,20,14,47.13
193,2015-09-04 05:11:30,28.648016,77.033796,28.607163,77.148748,mini Bus,,,16,21,94.68
194,2015-11-09 23:16:32,22.728166,88.446613,22.625457,88.38183,Metro,,,41,33,35.89
195,2015-10-07 17:36:19,22.525555,88.378094,22.72228,88.4341,taxi ac,29.0,9.0,53,39,606.33
196,2016-10-05 10:30:26,28.586955,77.155305,28.764169,76.989027,Metro,,,31,48,76.59
197,2015-04-12 11:31:25,19.140609,72.866453,19.068463,72.869405,Taxi non Ac,12.0,3.0,21,46,742.87
198,2015-07-19 05:49:57,13.077831,80.137046,13.132828,80.147344,taxi ac,18.0,0.0,9,41,529.54
199,2015-04-17 05:34:11,22.72573,88.433112,22.535455,88.391658,Auto Rickshaw,,,40,28,354.08
200,2015-07-21 14:41:07,13.086597,77.569734,12.968139,77.607517,ac bus,,,5,34,47.78
201,2015-05-12 09:16:31,19.143172,72.837398,19.241331,72.873515,Bus,,,29,31,1247.0
202,2015-10-27 01:18:28,25.262342,83.013574,25.378686,83.004689,Bus,,,5,16,58.84
203,2015-10-17 20:56:51,13.105959,80.183965,13.056006,80.179531,Auto rickshaw,,,61,40,353.62
204,2015-04-21 17:07:33,12.980004,77.595712,12.890903,77.4663,Bus,,,1,24,26.43
205,2016-12-09 15:05:33,19.104087,72.873355,,,Taxi AC,25.0,10.0,9,9,185.6
206,2015-05-27 01:36:51,13.035711,77.683986,13.072985,77.516795,Auto Rickshaw,,,52,31,330.36
207,2016-04-10 18:59:49,22.507909,88.380096,22.492714,88.413825,taxi ac,26.0,6.0,15,18,275.41
208,2015-01-24 09:29:00,13.120831,77.633381,12.960209,77.536253,Bus,,,5,45,26.32
209,2015-10-04 06:36:48,28.619265,77.008137,28.761383,77.136893,Bus,,,69,41,48.08
210,2015-10-03 00:54:39,13.150765,80.140338,13.140128,80.172659,Taxi Non AC,21.0,7.0,12,11,120.85
211,2016-06-14 06:09:57,28.632846,77.068606,28.593524,77.02324,Auto Rickshaw,,,14,22,418.12
212,2015-12-17 00:37:55,13.073132,77.467131,12.941829,77.557586,taxi non Ac,26.0,6.0,48,44,515.75
213,2016-07-24 21:05:12,25.355068,82.987532,25.359108,82.995745,ac bus,,,15,22,100.8
214,2015-03-12 04:59:52,12.935268,77.506886,,,bus,,,21,40,24.69
215,2015-05-01 00:31:10,,,12.844085,77.564688,Auto rickshaw,,,50,41,547.65
216,2015-07-07 12:05:00,,,,,Metro,,,33,20,25.0
217,2016-04-10 21:40:19,25.278453,82.970022,25.327649,83.001865,ac bus,,,51,37,97.79
218,2016-10-08 10:06:55,28.593663,77.085542,28.588009,77.18838,bus,,,24,16,56.72
219,2015-08-22 13:04:08,19.244999,72.863424,19.214264,72.882307,taxi non Ac,29.0,6.0,62,43,721.81
220,2016-04-09 17:02:08,28.678872,77.041833,28.734765,77.130453,Taxi non ac,9.0,1.0,35,18,381.88
221,2015-09-22 10:05:24,25.275539,82.982207,25.36653,83.019084,taxi non ac,3.0,2.0,35,26,557.74
222,2015-07-16 10:57:09,19.023704,72.873028,19.064339,72.875361,auto rickshaw,,,37,26,318.34
223,2016-08-06 04:09:15,12.94039,80.153005,13.112821,80.144925,auto rickshaw,,,60,39,392.01
224,2015-01-18 04:27:12,19.234717,72.864526,19.248959,72.853594,AUTO RICKSHAW,,,46,37,624.21
225,2016-03-01 12:35:38,22.540363,88.424396,22.728084,88.442339,Metro,,,42,43,40.66
226,2015-10-05 10:33:58,19.16759,72.878741,19.075529,72.867578,taxi non Ac,11.0,9.0,28,22,379.43
227,2016-11-19 14:03:19,13.195815,80.215951,13.134083,80.155409,Mini bus,,,34,20,44.2
228,2015-01-01 14:25:35,22.488093,88.407253,22.593262,88.448055,AUTO RICKSHAW,,,25,24,212.7
229,2015-08-16 21:26:42,19.133642,72.884323,19.082921,72.848789,Bus,,,74,48,43.94
230,2016-01-08 04:34:16,28.707142,77.104835,28.717584,76.974524,mini bus,,,1,14,71.83
231,2015-01-27 03:53:42,12.977728,80.174736,13.029476,80.176959,Bus,,,15,8,17.08
232,2016-05-15 14:39:09,25.309148,82.976449,25.351647,83.001943,mini Bus,,,3,21,94.59
233,2015-05-01 12:31:09,19.170857,72.868101,19.13744,72.84632,Bus,,,6,14,40.98
234,2015-03-28 20:16:48,22.616593,88.411798,22.644762,88.426276,auto rickshaw,,,16,13,105.33
235,2015-06-05 06:28:21,19.040328,72.870717,19.075941,72.86986,AC bus,,,15,10,49.56
236,2015-08-10 14:31:37,13.071972,77.69893,12.91497,77.559143,Mini bus,,,4,27,39.28
237,2015-11-14 07:15:37,22.600538,88.389713,22.51138,88.451866,Taxi AC,26.0,13.0,28,21,354.8
238,2016-07-10 07:34:12,19.031802,72.851026,19.087416,72.859567,ac bus,,,8,14,61.17
239,2015-07-01 21:46:01,12.989192,77.619114,12.922305,77.505205,taxi non ac,14.0,17.0,12,22,254.98
240,2016-05-16 05:16:19,28.622021,77.193419,28.590779,77.135265,taxi ac,22.0,16.0,62,39,1135.02
241,2015-02-28 06:21:56,25.318159,82.967951,25.333402,83.005877,taxi ac,19.0,17.0,10,25,671.07
242,2016-12-20 05:14:47,22.673395,88.429274,22.537075,88.407995,Taxi non Ac,6.0,4.0,14,26,355.78
243,2016-07-26 04:29:08,22.50253,88.427286,22.516031,88.381725,metro,,,21,20,25.47
244,2015-02-01 20:17:53,25.302238,82.964433,25.298711,82.986462,Auto rickshaw,,,14,8,107.05
245,2015-05-09 06:56:11,25.387536,82.98982,25.276507,83.018341,Mini bus,,,8,34,90.84
246,2016-03-19 03:07:05,19.099896,72.872987,19.157944,72.872099,mini Bus,,,48,8,69.82
247,2016-01-01 13:11:20,28.560091,77.121405,28.577014,77.2313,metro,,,50,34,61.71
248,2015-05-20 21:26:43,25.317326,82.984572,25.302021,83.014223,auto rickshaw,,,4,36,753.5
249,2016-07-09 07:27:40,19.254562,72.883587,19.071695,72.86406,Metro,,,71,71,54.86
250,2015-06-17 06:17:55,22.739683,88.428925,22.729555,88.407246,Auto rickshaw,,,6,9,104.69
251,2015-08-24 06:32:10,13.197959,80.246099,13.112768,80.154167,auto rickshaw,,,4,30,304.89
252,2016-07-18 14:15:04,22.699855,88.381944,22.708218,88.436337,Mini bus,,,17,24,43.14
253,2016-06-18 00:42:57,25.389165,82.998663,25.282443,83.021744,taxi ac,16.0,8.0,51,37,1013.86
254,2016-11-01 03:49:30,22.451599,88.414698,22.467281,88.402384,Metro,,,2,13,17.71
255,2016-02-08 12:25:17,25.383882,82.989089,25.375409,82.976901,Taxi AC,14.0,6.0,21,17,433.69
256,2015-11-20 21:20:38,22.561679,88.416153,22.653223,88.4046,mini bus,,,7,18,51.15
257,2016-04-06 19:06:42,28.761665,76.986915,28.662604,77.181997,Mini bus,,,45,33,85.7
258,2015-06-17 19:13:22,28.730175,77.084174,28.625189,77.092368,Metro,,,3,30,54.24
259,2015-10-02 00:43:57,28.666254,77.021947,28.639719,76.961642,taxi Non ac,13.0,11.0,46,31,713.45
260,2016-09-21 03:29:00,13.06574,80.157993,12.893945,80.213512,Bus,,,34,29,28.54
261,2016-02-25 08:59:22,19.05496,72.858107,19.021905,72.875918,AC bus,,,8,6,40.34
262,2015-07-23 12:34:03,13.112726,77.562607,12.903023,77.464801,taxi ac,30.0,0.0,33,45,575.73
263,2015-09-17 19:29:23,19.222936,72.859953,,,mini Bus,,,66,48,56.0
